annual_output,mean_daily_loss,mean_idle,mean_shortage,utilization,max_daily_pens,loss_std,loss_p95,loss_cvar95,rental_day_ratio,planned_matings,executed_matings,execution_rate,scheme,N,R,h,seed,phase,q_max,B,engine_version,recomputed
1105.6,16.140821917808218,10.629041095890411,1.8372602739726027,92.15019569471625,126,7.564300705115714,30.0,32.8125,0.3167123287671233,4284,4284,1.0,C,390,8,35,1004,screen,28.0,2.0,v2.2.1,True
1108.2,17.045479452054796,12.033424657534246,1.6706849315068493,90.74755381604696,126,8.208201704533236,31.0,33.61904761904762,0.2893150684931507,4333,4333,1.0,C,390,8,35,1004,screen,28.0,4.0,v2.2.1,True
1183.0,15.174246575342465,8.028493150684932,2.381917808219178,94.95841487279844,129,9.791370551393385,33.0,37.74590163934426,0.3128767123287671,3752,3752,1.0,C,390,8,35,1005,screen,21.0,0.0,v2.2.1,True
1134.0,16.524931506849317,10.54958904109589,1.9917808219178081,92.35909980430527,126,8.103467270697024,31.0,35.09574468085106,0.2997260273972603,3647,3647,1.0,C,390,8,35,1005,screen,21.0,2.0,v2.2.1,True
1080.2,16.145205479452056,12.443287671232877,1.233972602739726,89.99168297455968,127,8.453060555594577,29.0,31.26595744680851,0.26575342465753427,3598,3598,1.0,C,390,8,35,1005,screen,21.0,4.0,v2.2.1,True
1167.6,13.943561643835617,7.7873972602739725,2.052054794520548,94.87915851272017,127,8.420460762741035,33.0,36.18181818181818,0.3084931506849315,4571,4571,1.0,C,390,8,35,1005,screen,28.0,0.0,v2.2.1,True
1146.4,16.981369863013697,10.575342465753424,2.135342465753425,92.46428571428572,127,8.725384127149143,33.0,36.476190476190474,0.303013698630137,4417,4417,1.0,C,390,8,35,1005,screen,28.0,2.0,v2.2.1,True
1085.6,15.302465753424658,11.635068493150685,1.2224657534246575,90.70303326810176,125,7.802560832158489,27.0,29.598540145985403,0.27287671232876715,4375,4375,1.0,C,390,8,35,1005,screen,28.0,4.0,v2.2.1,True
1168.6,16.87123287671233,9.238904109589042,2.544109589041096,94.0225048923679,129,9.783868854501089,36.0,40.94117647058823,0.31726027397260276,3682,3682,1.0,C,390,8,35,1006,screen,21.0,0.0,v2.2.1,True
1131.0,14.83068493150685,9.863013698630137,1.655890410958904,92.67221135029354,129,7.604919692725533,28.0,31.96875,0.29534246575342465,3696,3696,1.0,C,390,8,35,1006,screen,21.0,2.0,v2.2.1,True
1083.0,16.792328767123287,13.021369863013698,1.256986301369863,89.49608610567515,128,9.16121127346794,30.799999999999955,33.55434782608695,0.2652054794520548,3542,3542,1.0,C,390,8,35,1006,screen,21.0,4.0,v2.2.1,True
1160.6,14.976986301369863,8.283287671232877,2.231232876712329,94.59637964774952,130,8.60477967394881,33.0,37.077669902912625,0.31068493150684934,4564,4564,1.0,C,390,8,35,1006,screen,28.0,0.0,v2.2.1,True
1140.0,15.141917808219178,9.605479452054794,1.8454794520547946,93.07142857142857,129,7.845067846854454,29.0,33.26168224299065,0.3046575342465753,4543,4543,1.0,C,390,8,35,1006,screen,28.0,2.0,v2.2.1,True
1105.0,15.894246575342466,11.30958904109589,1.5282191780821919,91.26663405088064,128,7.815182507502353,28.0,31.99047619047619,0.290958904109589,4249,4249,1.0,C,390,8,35,1006,screen,28.0,4.0,v2.2.1,True
1171.2,13.818630136986302,7.433972602739726,2.1282191780821917,95.26272015655577,127,8.25255697268179,30.0,34.56521739130435,0.31123287671232874,3787,3787,1.0,C,390,8,35,1007,screen,21.0,0.0,v2.2.1,True
1137.8,16.114520547945204,10.410410958904109,1.9013698630136986,92.40264187866927,127,7.624013640742791,29.0,33.32258064516129,0.3013698630136986,3640,3640,1.0,C,390,8,35,1007,screen,21.0,2.0,v2.2.1,True
1077.8,17.133698630136987,13.04054794520548,1.3643835616438356,89.57485322896282,126,8.739510552702198,31.0,32.67619047619048,0.29534246575342465,3486,3486,1.0,C,390,8,35,1007,screen,21.0,4.0,v2.2.1,True
1133.8,15.996164383561643,9.072328767123288,2.3079452054794523,93.96037181996086,128,8.268817360610807,33.0,36.267857142857146,0.32493150684931504,4452,4452,1.0,C,390,8,35,1007,screen,28.0,0.0,v2.2.1,True
1130.0,15.134246575342466,9.921643835616438,1.7375342465753425,92.69275929549902,126,7.548458567706243,28.799999999999955,32.76086956521739,0.29534246575342465,4487,4487,1.0,C,390,8,35,1007,screen,28.0,2.0,v2.2.1,True
1059.4,16.815890410958904,12.482739726027397,1.4443835616438356,90.14432485322897,125,8.17825459579229,29.0,31.149532710280372,0.29753424657534244,4200,4200,1.0,C,390,8,35,1007,screen,28.0,4.0,v2.2.1,True
1151.0,15.55013698630137,8.695342465753425,2.2849315068493152,94.27641878669276,127,8.774079101030305,33.0,36.876106194690266,0.31123287671232874,3787,3787,1.0,C,390,8,35,1008,screen,21.0,0.0,v2.2.1,True
1146.4,16.567123287671233,10.335342465753424,2.0772602739726027,92.62671232876713,128,9.193462452337153,32.799999999999955,36.880434782608695,0.3156164383561644,3605,3605,1.0,C,390,8,35,1008,screen,21.0,2.0,v2.2.1,True
1065.2,16.953972602739725,13.183013698630138,1.256986301369863,89.35176125244618,125,8.622381807628893,30.0,31.54237288135593,0.2723287671232877,3514,3514,1.0,C,390,8,35,1008,screen,21.0,4.0,v2.2.1,True
1182.0,14.725479452054795,7.68,2.3484931506849316,95.23972602739727,128,9.393022594879476,33.0,36.83898305084746,0.30904109589041096,4641,4641,1.0,C,390,8,35,1008,screen,28.0,0.0,v2.2.1,True
1170.6,15.494794520547945,9.098630136986301,2.132054794520548,93.779843444227,129,9.41502277263207,33.0,37.16981132075472,0.3084931506849315,4473,4473,1.0,C,390,8,35,1008,screen,28.0,2.0,v2.2.1,True
1070.6,16.797260273972604,12.791232876712328,1.3353424657534247,89.77152641878669,124,8.23586595955891,29.0,30.31858407079646,0.273972602739726,4291,4291,1.0,C,390,8,35,1008,screen,28.0,4.0,v2.2.1,True
1144.4,15.753972602739726,9.01095890410959,2.247671232876712,93.96135029354208,126,8.393898345824688,33.0,36.34375,0.30684931506849317,3766,3766,1.0,C,390,8,35,1009,screen,21.0,0.0,v2.2.1,True
1111.8,17.664657534246576,11.871780821917808,1.9309589041095891,91.12426614481409,126,8.119946823071993,31.0,34.549019607843135,0.3013698630136986,3626,3626,1.0,C,390,8,35,1009,screen,21.0,2.0,v2.2.1,True
1071.8,17.572602739726026,12.784109589041096,1.596164383561644,90.01076320939335,126,8.332016238141042,31.0,33.10576923076923,0.2915068493150685,3507,3507,1.0,C,390,8,35,1009,screen,21.0,4.0,v2.2.1,True
1161.4,15.248219178082191,8.349041095890412,2.29972602739726,94.59882583170256,129,9.12061468502186,33.0,37.69565217391305,0.3019178082191781,4662,4662,1.0,C,390,8,35,1009,screen,28.0,0.0,v2.2.1,True
1126.4,16.252054794520546,10.713972602739727,1.8460273972602739,92.08219178082192,127,8.33423420989697,32.0,35.61224489795919,0.2964383561643836,4508,4508,1.0,C,390,8,35,1009,screen,28.0,2.0,v2.2.1,True
1074.4,16.623561643835618,12.410410958904109,1.4043835616438356,90.17318982387475,125,8.179603526016788,28.0,30.454545454545453,0.2882191780821918,4312,4312,1.0,C,390,8,35,1009,screen,28.0,4.0,v2.2.1,True
1187.2,10.42082191780822,5.247671232876712,1.7243835616438357,96.85420743639922,125,6.998465087322128,27.0,28.43617021276596,0.2991780821917808,3780,3780,1.0,C,390,8,40,1000,screen,21.0,0.0,v2.2,False
1140.6,12.647671232876712,8.32931506849315,1.4394520547945209,93.84833659491194,122,6.113709276693086,23.0,24.631067961165048,0.2832876712328767,3668,3668,1.0,C,390,8,40,1000,screen,21.0,2.0,v2.2,False
1088.2,13.047123287671234,10.627397260273971,0.8065753424657535,91.23140900195696,123,6.94653562041475,24.0,26.1875,0.2580821917808219,3465,3465,1.0,C,390,8,40,1000,screen,21.0,4.0,v2.2,False
1187.2,10.42082191780822,5.247671232876712,1.7243835616438357,96.85420743639922,125,6.998465087322128,27.0,28.43617021276596,0.2991780821917808,4627,4627,1.0,C,390,8,40,1000,screen,28.0,0.0,v2.2,False
1134.6,12.56,8.452054794520548,1.3693150684931508,93.6761252446184,123,6.189429302263601,22.0,24.0,0.2920547945205479,4417,4417,1.0,C,390,8,40,1000,screen,28.0,2.0,v2.2,False
1089.4,13.453150684931506,10.443287671232875,1.0032876712328769,91.57142857142856,125,6.909036336930268,24.0,26.535087719298247,0.2684931506849315,4319,4319,1.0,C,390,8,40,1000,screen,28.0,4.0,v2.2,False
1200.0,11.556712328767125,6.176438356164383,1.7934246575342463,96.08659491193735,126,7.419760108149386,24.0,26.92814371257485,0.3013698630136986,3668,3668,1.0,C,390,8,40,1001,screen,21.0,0.0,v2.2,False
1168.4,11.490410958904109,7.563287671232877,1.309041095890411,94.41585127201566,123,5.528439341487922,21.0,23.228571428571428,0.2904109589041095,3598,3598,1.0,C,390,8,40,1001,screen,21.0,2.0,v2.2,False
1084.0,14.477260273972602,11.60219178082192,0.9583561643835616,90.49657534246576,122,6.748997094978758,24.0,25.7,0.2717808219178082,3416,3416,1.0,C,390,8,40,1001,screen,21.0,4.0,v2.2,False
1172.0,12.31013698630137,6.716164383561644,1.8646575342465757,95.66829745596868,126,7.489043988428057,27.0,29.49532710280374,0.3041095890410959,4417,4417,1.0,C,390,8,40,1001,screen,28.0,0.0,v2.2,False
1126.6,13.466301369863016,9.143013698630137,1.441095890410959,93.12328767123287,124,6.472791295641582,24.0,26.20909090909091,0.273972602739726,4452,4452,1.0,C,390,8,40,1001,screen,28.0,2.0,v2.2,False
1087.8,13.964931506849316,11.091506849315069,0.9578082191780822,90.95205479452056,122,7.190078889611491,25.0,27.642201834862384,0.256986301369863,4249,4249,1.0,C,390,8,40,1001,screen,28.0,4.0,v2.2,False
1193.2,9.435616438356163,4.872328767123288,1.5210958904109588,97.0078277886497,124,6.193989593924251,21.0,23.46575342465753,0.2865753424657534,3773,3773,1.0,C,390,8,40,1002,screen,21.0,0.0,v2.2,False
1127.6,12.573698630136986,8.151780821917809,1.473972602739726,94.03767123287672,123,5.942724503571951,22.0,24.81,0.2778082191780822,3675,3675,1.0,C,390,8,40,1002,screen,21.0,2.0,v2.2,False
1061.6,14.512876712328769,11.258082191780822,1.084931506849315,90.91682974559686,123,6.833384710330244,25.799999999999955,27.25,0.2706849315068493,3472,3472,1.0,C,390,8,40,1002,screen,21.0,4.0,v2.2,False
1193.2,9.435616438356163,4.872328767123288,1.5210958904109588,97.0078277886497,124,6.193989593924251,21.0,23.46575342465753,0.2865753424657534,4564,4564,1.0,C,390,8,40,1002,screen,28.0,0.0,v2.2,False
1165.2,11.606575342465751,6.837808219178082,1.5895890410958904,95.31409001956946,126,6.051565745262804,24.0,27.19626168224299,0.2843835616438356,4487,4487,1.0,C,390,8,40,1002,screen,28.0,2.0,v2.2,False
1145.2,11.697534246575342,9.637808219178082,0.6865753424657535,92.0078277886497,120,6.658041524580824,24.0,26.1965811965812,0.2427397260273972,4361,4361,1.0,C,390,8,40,1002,screen,28.0,4.0,v2.2,False
1206.8,10.289315068493153,4.517808219178082,1.923835616438356,97.6839530332681,126,7.74869972269243,27.0,30.08653846153846,0.3095890410958904,3822,3822,1.0,C,390,8,40,1003,screen,21.0,0.0,v2.2,False
1113.4,13.57972602739726,9.233424657534249,1.448767123287671,93.04941291585126,123,6.445054963111598,24.0,25.27433628318584,0.2876712328767123,3591,3591,1.0,C,390,8,40,1003,screen,21.0,2.0,v2.2,False
1085.6,13.045479452054794,10.07013698630137,0.9917808219178084,91.89432485322897,124,5.894039938891634,21.0,22.950704225352112,0.2635616438356164,3493,3493,1.0,C,390,8,40,1003,screen,21.0,4.0,v2.2,False
1171.2,11.127671232876711,6.15013698630137,1.6591780821917808,95.99021526418788,124,6.308639500557412,24.0,26.94117647058824,0.2898630136986301,4620,4620,1.0,C,390,8,40,1003,screen,28.0,0.0,v2.2,False
1123.0,14.03945205479452,9.55835616438356,1.4936986301369863,92.79941291585126,126,6.6774512325249775,24.0,27.204545454545453,0.2750684931506849,4459,4459,1.0,C,390,8,40,1003,screen,28.0,2.0,v2.2,False
1096.6,14.135342465753425,11.515068493150684,0.8734246575342466,90.4985322896282,122,6.951254557149297,23.0,24.366197183098592,0.2624657534246575,4179,4179,1.0,C,390,8,40,1003,screen,28.0,4.0,v2.2,False
1212.8,9.663561643835616,5.054246575342466,1.5364383561643835,96.85909980430527,124,6.397788939665833,24.0,26.485714285714284,0.2926027397260274,3766,3766,1.0,C,390,8,40,1004,screen,21.0,0.0,v2.2,False
1144.4,11.47835616438356,7.658082191780822,1.2734246575342465,94.29941291585128,123,5.389713392585708,21.0,22.962406015037597,0.2816438356164383,3626,3626,1.0,C,390,8,40,1004,screen,21.0,2.0,v2.2,False
1070.6,14.743013698630136,11.558904109589042,1.0613698630136987,90.62720156555774,123,7.348859912199471,26.0,28.0,0.2493150684931507,3465,3465,1.0,C,390,8,40,1004,screen,21.0,4.0,v2.2,False
1212.8,9.667397260273972,5.058082191780822,1.5364383561643835,96.85567514677103,124,6.393489275736825,24.0,26.485714285714284,0.2926027397260274,4599,4599,1.0,C,390,8,40,1004,screen,28.0,0.0,v2.2,False
1136.2,12.2,8.11013698630137,1.3632876712328768,93.97602739726028,123,5.869935293585202,23.799999999999955,25.52173913043478,0.2756164383561644,4459,4459,1.0,C,390,8,40,1004,screen,28.0,2.0,v2.2,False
1116.4,12.875616438356165,10.044931506849316,0.9435616438356164,91.87377690802349,123,6.298964554437735,23.0,25.166666666666668,0.2641095890410959,4249,4249,1.0,C,390,8,40,1004,screen,28.0,4.0,v2.2,False
1202.2,9.913972602739726,5.1945205479452055,1.573150684931507,96.76663405088064,123,6.557333751706292,22.0,25.00990099009901,0.3106849315068493,3794,3794,1.0,C,390,8,40,1005,screen,21.0,0.0,v2.2,False
1124.2,13.11835616438356,8.842739726027398,1.4252054794520548,93.37720156555773,125,6.341801028002939,24.0,27.11290322580645,0.2778082191780822,3717,3717,1.0,C,390,8,40,1005,screen,21.0,2.0,v2.2,False
1093.6,12.79068493150685,9.452054794520548,1.112876712328767,92.55430528375734,122,6.043611679227566,23.0,25.047169811320757,0.2712328767123287,3563,3563,1.0,C,390,8,40,1005,screen,21.0,4.0,v2.2,False
1218.0,10.616438356164384,5.591232876712329,1.675068493150685,96.50342465753424,125,7.82425893474353,24.0,27.395973154362416,0.2958904109589041,4634,4634,1.0,C,390,8,40,1005,screen,28.0,0.0,v2.2,False
1125.4,12.97972602739726,8.524931506849315,1.484931506849315,93.71428571428572,124,6.122302926730451,22.0,25.07,0.2865753424657534,4424,4424,1.0,C,390,8,40,1005,screen,28.0,2.0,v2.2,False
1094.0,12.946301369863011,9.87068493150685,1.0252054794520549,92.1022504892368,122,6.607442704008714,24.0,26.557692307692307,0.269041095890411,4340,4340,1.0,C,390,8,40,1005,screen,28.0,4.0,v2.2,False
1203.0,10.41917808219178,5.173698630136986,1.7484931506849315,96.9417808219178,123,7.22562177737631,27.0,28.529411764705884,0.3068493150684931,3801,3801,1.0,C,390,8,40,1006,screen,21.0,0.0,v2.2,False
1136.8,11.586849315068491,7.815890410958904,1.256986301369863,94.14383561643837,124,5.7603113295892925,21.0,23.46808510638298,0.2734246575342465,3675,3675,1.0,C,390,8,40,1006,screen,21.0,2.0,v2.2,False
1068.0,14.598356164383562,11.927123287671233,0.8904109589041096,90.14579256360078,121,7.287508654131554,25.0,27.07758620689655,0.2526027397260273,3451,3451,1.0,C,390,8,40,1006,screen,21.0,4.0,v2.2,False
1203.6,10.837808219178084,5.50027397260274,1.7791780821917809,96.67759295499022,124,7.002348886645482,24.0,26.385964912280706,0.3046575342465753,4613,4613,1.0,C,390,8,40,1006,screen,28.0,0.0,v2.2,False
1147.4,11.76054794520548,7.728219178082192,1.344109589041096,94.29990215264186,124,5.699644083804495,21.0,23.62121212121212,0.2706849315068493,4466,4466,1.0,C,390,8,40,1006,screen,28.0,2.0,v2.2,False
1087.0,14.214794520547946,11.512328767123288,0.9008219178082192,90.52544031311156,121,7.186495946190958,24.0,26.02054794520548,0.2454794520547945,4179,4179,1.0,C,390,8,40,1006,screen,28.0,4.0,v2.2,False
1200.2,10.488767123287673,4.863561643835617,1.875068493150685,97.3317025440313,127,7.661135246870946,27.0,31.205357142857142,0.2991780821917808,3843,3843,1.0,C,390,8,40,1007,screen,21.0,0.0,v2.2,False
1130.2,11.95890410958904,7.944657534246575,1.338082191780822,94.10127201565555,122,5.964437638388503,21.0,22.502958579881657,0.2728767123287671,3647,3647,1.0,C,390,8,40,1007,screen,21.0,2.0,v2.2,False
1069.8,13.432876712328769,10.526575342465753,0.9687671232876712,91.46624266144812,121,6.899101589317701,25.0,26.425531914893615,0.2789041095890411,3493,3493,1.0,C,390,8,40,1007,screen,21.0,4.0,v2.2,False
1200.2,10.488767123287673,4.863561643835617,1.875068493150685,97.3317025440313,127,7.661135246870946,27.0,31.205357142857142,0.2991780821917808,4613,4613,1.0,C,390,8,40,1007,screen,28.0,0.0,v2.2,False
1125.8,12.208219178082192,7.929315068493151,1.4263013698630136,94.19373776908024,123,6.159203493247554,24.0,25.849056603773583,0.286027397260274,4508,4508,1.0,C,390,8,40,1007,screen,28.0,2.0,v2.2,False
1095.0,13.32876712328767,10.558904109589042,0.9232876712328768,91.396771037182,122,6.359339197214937,23.0,24.21505376344086,0.2635616438356164,4291,4291,1.0,C,390,8,40,1007,screen,28.0,4.0,v2.2,False
1154.0,10.98958904109589,6.751780821917809,1.4126027397260277,95.23287671232876,123,6.258187715492079,22.0,24.41346153846154,0.2832876712328767,3794,3794,1.0,C,390,8,40,1008,screen,21.0,0.0,v2.2,False
1126.0,12.815890410958904,8.653698630136986,1.3873972602739726,93.51223091976516,124,5.878248410364143,22.0,24.15740740740741,0.2997260273972603,3570,3570,1.0,C,390,8,40,1008,screen,21.0,2.0,v2.2,False
1086.8,13.122191780821918,10.567671232876712,0.8515068493150685,91.3248532289628,121,6.226171736445174,22.0,23.59349593495935,0.2421917808219178,3598,3598,1.0,C,390,8,40,1008,screen,21.0,4.0,v2.2,False
1155.6,11.036712328767123,6.718356164383562,1.4394520547945209,95.2866927592955,123,6.325532199455207,22.0,24.37735849056604,0.2832876712328767,4641,4641,1.0,C,390,8,40,1008,screen,28.0,0.0,v2.2,False
1115.8,12.688767123287672,8.431232876712329,1.4191780821917808,93.73923679060664,123,5.740802126908925,22.0,24.883495145631063,0.2871232876712328,4417,4417,1.0,C,390,8,40,1008,screen,28.0,2.0,v2.2,False
1087.0,13.012054794520548,10.493698630136986,0.8394520547945206,91.38013698630137,121,6.316563734284379,23.0,24.221052631578942,0.2383561643835616,4347,4347,1.0,C,390,8,40,1008,screen,28.0,4.0,v2.2,False
1183.4,10.623561643835616,5.062465753424657,1.8536986301369864,97.13502935420745,127,8.069136118722708,27.0,31.229508196721312,0.2926027397260274,3857,3857,1.0,C,390,8,40,1009,screen,21.0,0.0,v2.2,False
1109.2,12.308493150684932,8.54082191780822,1.2558904109589042,93.49559686888452,123,5.796310379116618,21.0,22.727848101265824,0.2723287671232877,3640,3640,1.0,C,390,8,40,1009,screen,21.0,2.0,v2.2,False
1080.6,13.664657534246576,10.875068493150684,0.92986301369863,91.12035225048923,124,6.394160679517043,23.0,24.15625,0.2663013698630137,3528,3528,1.0,C,390,8,40,1009,screen,21.0,4.0,v2.2,False
1224.6,9.50082191780822,3.712876712328767,1.9293150684931504,98.40753424657537,125,8.310789092068976,27.0,29.794117647058822,0.313972602739726,4704,4704,1.0,C,390,8,40,1009,screen,28.0,0.0,v2.2,False
1122.0,12.00054794520548,8.139178082191782,1.2871232876712329,93.8820939334638,124,5.746709558714711,21.0,23.741666666666667,0.2695890410958904,4487,4487,1.0,C,390,8,40,1009,screen,28.0,2.0,v2.2,False
1123.2,11.7786301369863,8.893698630136987,0.9616438356164384,92.91780821917808,123,5.643685658807459,20.0,21.55639097744361,0.2580821917808219,4354,4354,1.0,C,390,8,40,1009,screen,28.0,4.0,v2.2,False
1234.4,7.130410958904109,4.378630136986302,0.9172602739726028,96.90949119373776,123,5.243780892041494,18.0,21.3046875,0.2005479452054794,4137,4137,1.0,C,390,8,45,1000,screen,21.0,0.0,v2.2,False
1220.8,10.36,7.264657534246576,1.0317808219178082,94.43493150684932,123,5.186567502321776,19.0,22.27659574468085,0.2268493150684931,3871,3871,1.0,C,390,8,45,1000,screen,21.0,2.0,v2.2,False
1220.2,10.764931506849315,8.918904109589041,0.6153424657534247,92.58610567514675,121,4.927998887512866,18.0,19.48837209302325,0.2131506849315068,3752,3752,1.0,C,390,8,45,1000,screen,21.0,4.0,v2.2,False
1247.8,6.485479452054794,3.248767123287671,1.078904109589041,98.06262230919764,123,6.0506753105360405,21.0,23.951219512195124,0.2575342465753424,4718,4718,1.0,C,390,8,45,1000,screen,28.0,0.0,v2.2,False
1240.0,9.37041095890411,5.970958904109589,1.133150684931507,95.68052837573386,122,5.793296289970729,18.0,20.32673267326733,0.2317808219178082,4585,4585,1.0,C,390,8,45,1000,screen,28.0,2.0,v2.2,False
1200.8,10.791780821917808,9.055890410958904,0.5786301369863014,92.43101761252446,120,4.90048314349248,18.0,18.962406015037597,0.1956164383561643,4480,4480,1.0,C,390,8,45,1000,screen,28.0,4.0,v2.2,False
1246.8,6.636712328767123,3.570958904109589,1.021917808219178,97.72407045009784,124,5.556041256906745,18.0,21.991304347826087,0.2684931506849315,4004,4004,1.0,C,390,8,45,1001,screen,21.0,0.0,v2.2,False
1259.6,7.655890410958904,5.804931506849315,0.616986301369863,95.3679060665362,121,4.310578276252846,15.0,17.309734513274336,0.1863013698630137,3892,3892,1.0,C,390,8,45,1001,screen,21.0,2.0,v2.2,False
1188.4,11.75123287671233,9.896986301369862,0.6180821917808219,91.71526418786694,122,6.010912031155252,22.0,23.2,0.1747945205479452,3752,3752,1.0,C,390,8,45,1001,screen,21.0,4.0,v2.2,False
1247.0,5.558356164383562,3.2586301369863016,0.7665753424657534,97.77495107632096,122,4.501098493390274,15.0,18.504950495049503,0.2487671232876712,4809,4809,1.0,C,390,8,45,1001,screen,28.0,0.0,v2.2,False
1252.6,8.553972602739726,5.47013698630137,1.027945205479452,96.03375733855188,122,4.859705748947588,18.0,20.2734375,0.2235616438356164,4634,4634,1.0,C,390,8,45,1001,screen,28.0,2.0,v2.2,False
1188.4,11.75123287671233,9.896986301369862,0.6180821917808219,91.71526418786694,122,6.010912031155252,22.0,23.2,0.1747945205479452,4564,4564,1.0,C,390,8,45,1001,screen,28.0,4.0,v2.2,False
1245.6,6.382465753424658,3.941369863013698,0.8136986301369863,97.20743639921724,121,4.720884851926363,15.0,17.045801526717558,0.2526027397260273,4081,4081,1.0,C,390,8,45,1002,screen,21.0,0.0,v2.2,False
1237.8,9.257534246575345,7.04986301369863,0.7358904109589041,94.36252446183954,121,4.86433036763527,18.0,19.33783783783784,0.2060273972602739,3892,3892,1.0,C,390,8,45,1002,screen,21.0,2.0,v2.2,False
1209.0,10.053698630136989,8.524931506849315,0.5095890410958904,92.84344422700588,121,5.149345126043589,18.0,19.272058823529413,0.1720547945205479,3794,3794,1.0,C,390,8,45,1002,screen,21.0,4.0,v2.2,False
1249.8,7.760547945205479,3.97972602739726,1.2602739726027397,97.57191780821918,124,6.400313496812963,21.0,23.84210526315789,0.2515068493150685,4725,4725,1.0,C,390,8,45,1002,screen,28.0,0.0,v2.2,False
1237.8,9.257534246575345,7.04986301369863,0.7358904109589041,94.36252446183954,121,4.86433036763527,18.0,19.33783783783784,0.2060273972602739,4585,4585,1.0,C,390,8,45,1002,screen,28.0,2.0,v2.2,False
1216.0,9.866301369863011,8.373698630136987,0.4975342465753424,92.96771037181996,121,4.886394552053379,17.0,18.1294964028777,0.1715068493150685,4634,4634,1.0,C,390,8,45,1002,screen,28.0,4.0,v2.2,False
1227.0,7.816438356164384,4.41041095890411,1.1353424657534246,97.07583170254404,122,6.058989390923,21.0,23.92105263157895,0.2547945205479452,4004,4004,1.0,C,390,8,45,1003,screen,21.0,0.0,v2.2,False
1216.8,10.26849315068493,7.615342465753424,0.8843835616438356,93.99021526418788,123,4.798942132387346,18.0,20.26086956521739,0.2131506849315068,3927,3927,1.0,C,390,8,45,1003,screen,21.0,2.0,v2.2,False
1187.2,10.553424657534247,9.19068493150685,0.4542465753424657,92.19960861056752,121,5.273290084957906,17.0,18.43502824858757,0.1665753424657534,3801,3801,1.0,C,390,8,45,1003,screen,21.0,4.0,v2.2,False
1248.6,7.058630136986301,3.951780821917808,1.0356164383561643,97.39628180039138,124,5.734185277603535,21.0,24.48,0.2350684931506849,4725,4725,1.0,C,390,8,45,1003,screen,28.0,0.0,v2.2,False
1219.6,10.24876712328767,7.62027397260274,0.8761643835616438,93.97847358121332,123,4.848531368233384,18.0,20.28368794326241,0.2158904109589041,4613,4613,1.0,C,390,8,45,1003,screen,28.0,2.0,v2.2,False
1183.4,12.485479452054795,10.302465753424658,0.7276712328767123,91.45107632093934,121,5.52505582677397,20.0,20.703389830508478,0.216986301369863,4459,4459,1.0,C,390,8,45,1003,screen,28.0,4.0,v2.2,False
1252.0,7.828493150684931,4.309041095890411,1.1731506849315068,97.20009784735812,124,6.219633173915692,21.0,25.44,0.227945205479452,3983,3983,1.0,C,390,8,45,1004,screen,21.0,0.0,v2.2,False
1238.8,10.352876712328769,7.285479452054794,1.0224657534246575,94.40802348336597,121,5.068540494040274,18.0,19.627777777777776,0.2295890410958904,3857,3857,1.0,C,390,8,45,1004,screen,21.0,2.0,v2.2,False
1215.2,9.80986301369863,7.972054794520548,0.6126027397260274,93.42906066536204,119,4.84230616374238,19.0,20.058823529411764,0.1923287671232876,3794,3794,1.0,C,390,8,45,1004,screen,21.0,4.0,v2.2,False
1254.2,8.012054794520548,4.241095890410959,1.256986301369863,97.33561643835615,124,6.550149606338542,24.0,27.31914893617021,0.2246575342465753,4683,4683,1.0,C,390,8,45,1004,screen,28.0,0.0,v2.2,False
1232.8,9.12,6.277808219178082,0.9473972602739726,95.24070450097848,124,5.06421050808272,18.0,20.87603305785124,0.210958904109589,4711,4711,1.0,C,390,8,45,1004,screen,28.0,2.0,v2.2,False
1215.2,9.80986301369863,7.972054794520548,0.6126027397260274,93.42906066536204,119,4.84230616374238,19.0,20.058823529411764,0.1923287671232876,4522,4522,1.0,C,390,8,45,1004,screen,28.0,4.0,v2.2,False
1239.2,7.149041095890411,4.063561643835617,1.0284931506849315,97.29011741682974,122,5.558276822908923,21.0,22.871559633027523,0.2372602739726027,4130,4130,1.0,C,390,8,45,1005,screen,21.0,0.0,v2.2,False
1221.6,9.328219178082191,6.938082191780822,0.7967123287671233,94.51663405088064,120,3.9491280344699367,15.0,15.98870056497175,0.2153424657534246,4018,4018,1.0,C,390,8,45,1005,screen,21.0,2.0,v2.2,False
1165.4,11.797808219178082,10.147397260273973,0.5501369863013699,91.43101761252446,120,5.725845108890649,21.0,21.761904761904763,0.1983561643835616,3759,3759,1.0,C,390,8,45,1005,screen,21.0,4.0,v2.2,False
1230.8,7.42027397260274,4.370958904109589,1.0164383561643835,97.00489236790608,124,5.577241203537976,21.0,23.6875,0.2235616438356164,4711,4711,1.0,C,390,8,45,1005,screen,28.0,0.0,v2.2,False
1212.6,9.636712328767125,7.290958904109589,0.7819178082191781,94.18835616438356,123,4.830012864683829,18.0,19.932773109243698,0.210958904109589,4669,4669,1.0,C,390,8,45,1005,screen,28.0,2.0,v2.2,False
1204.0,10.85041095890411,8.777534246575343,0.690958904109589,92.779843444227,121,4.687502174957438,17.0,18.23391812865497,0.2142465753424657,4592,4592,1.0,C,390,8,45,1005,screen,28.0,4.0,v2.2,False
