day,pens_total,empty,shortage,daily_loss,lambs_sold_today,cumulative_sold,n_avail,n_mate,n_pend,n_preg,n_nurs,n_rest,mate_pens,pending_pens,preg_pens,nurs_pens,rest_pens,fatt_pens,ram_pens,active_batches
2039,110,2,0,2.0,0,5589,6,65,74,149,48,36,5,10,19,11,4,59,1,0
2040,112,0,0,0.0,0,5589,6,65,74,147,47,39,5,10,19,12,5,59,1,0
2041,111,1,0,1.0,0,5589,6,65,74,143,49,41,5,10,18,11,5,60,1,0
2042,113,0,1,3.0,0,5589,10,65,74,139,51,39,5,10,18,12,6,60,1,0
2043,112,0,0,0.0,0,5589,14,51,88,136,52,37,4,11,17,12,6,60,1,0
2044,114,0,2,6.0,0,5589,15,51,88,130,55,39,4,11,17,13,5,61,1,2
2045,114,0,2,6.0,1,5590,16,51,74,140,56,41,4,10,18,12,5,62,1,0
2046,115,0,3,9.0,0,5590,18,51,74,135,58,42,4,10,17,13,6,62,1,0
2047,117,0,5,15.0,2,5592,19,51,74,129,64,41,4,10,17,14,6,63,1,0
2048,116,0,4,12.0,0,5592,25,51,74,125,67,36,4,10,16,15,5,63,1,0
2049,114,0,2,6.0,6,5598,27,51,74,123,68,35,4,10,16,14,5,62,1,0
2050,119,0,7,21.0,4,5602,29,26,99,121,68,35,2,13,16,15,5,63,2,0
2051,118,0,6,18.0,2,5604,29,26,99,118,71,35,2,13,15,15,5,63,2,1
2052,115,0,3,9.0,1,5605,34,26,77,137,71,33,2,10,18,15,4,61,2,0
2053,116,0,4,12.0,2,5607,35,26,77,135,71,34,2,10,17,14,5,63,2,0
2054,117,0,5,15.0,11,5618,37,26,77,132,73,33,2,10,17,15,6,62,2,0
2055,118,0,6,18.0,0,5618,38,26,77,129,75,33,2,10,17,16,6,62,2,0
2056,116,0,4,12.0,5,5623,41,26,77,127,77,30,2,10,16,17,4,62,2,0
2057,116,0,4,12.0,6,5629,42,0,103,126,78,29,0,13,16,17,4,61,2,0
2058,116,0,4,12.0,4,5633,45,0,103,123,81,26,0,13,16,17,3,61,2,0
2059,116,0,4,12.0,16,5649,47,0,79,140,86,26,0,10,18,18,4,60,2,0
2060,115,0,3,9.0,12,5661,49,0,79,137,89,24,0,10,18,19,4,58,2,0
2061,114,0,2,6.0,11,5672,51,0,79,136,89,23,0,10,17,17,5,59,2,0
2062,114,0,2,6.0,8,5680,54,0,79,136,88,21,0,10,17,18,5,58,2,0
2063,114,0,2,6.0,6,5686,57,0,79,136,88,18,0,10,17,18,4,58,2,0
2064,113,0,1,3.0,9,5695,60,0,79,134,90,15,0,10,17,19,3,57,2,0
2065,113,0,1,3.0,4,5699,60,0,79,133,91,15,0,10,17,19,3,57,2,0
2066,114,0,2,6.0,4,5703,61,0,65,146,92,14,0,9,19,19,3,57,2,0
2067,113,0,1,3.0,5,5708,62,0,65,145,93,13,0,9,19,19,3,56,2,0
2068,112,0,0,0.0,4,5712,64,0,65,145,93,11,0,9,19,19,3,55,2,0
2069,111,1,0,1.0,7,5719,64,0,65,145,92,12,0,9,19,16,4,56,2,0
2070,111,1,0,1.0,2,5721,67,0,65,143,94,9,0,9,18,17,4,56,2,0
2071,109,3,0,3.0,12,5733,69,0,65,143,94,7,0,9,18,17,3,55,2,0
2072,108,4,0,4.0,7,5740,42,28,65,143,93,7,2,9,18,17,3,54,2,0
2073,109,3,0,3.0,4,5744,43,28,51,157,92,7,2,7,20,17,3,54,2,0
2074,109,3,0,3.0,8,5752,43,28,51,157,91,8,2,7,20,17,3,54,2,0
2075,108,4,0,4.0,4,5756,43,28,51,157,89,10,2,7,20,17,3,53,2,0
2076,109,3,0,3.0,7,5763,43,28,51,157,87,12,2,7,20,18,3,53,2,0
2077,108,4,0,4.0,2,5765,45,28,51,157,84,13,2,7,20,16,3,54,2,0
2078,108,4,0,4.0,5,5770,45,28,51,157,81,16,2,7,20,16,3,54,2,0
2079,106,6,0,6.0,4,5774,18,56,51,157,78,18,4,7,20,14,3,55,1,1
2080,105,7,0,7.0,4,5778,19,56,26,178,78,21,4,4,23,14,3,54,1,0
2081,105,7,0,7.0,0,5778,19,56,26,178,76,23,4,4,23,14,3,54,1,0
2082,105,7,0,7.0,3,5781,19,56,26,178,75,24,4,4,23,14,3,54,1,0
2083,105,7,0,7.0,0,5781,19,56,26,178,74,25,4,4,23,14,3,54,1,0
2084,105,7,0,7.0,4,5785,19,56,26,178,73,26,4,4,23,15,3,53,1,0
2085,105,7,0,7.0,4,5789,19,56,26,178,71,28,4,4,23,13,4,54,1,0
2086,105,7,0,7.0,0,5789,5,70,26,178,67,32,5,4,23,13,4,54,1,2
2087,105,7,0,7.0,0,5789,6,70,0,202,63,37,5,0,26,12,5,55,1,0
2088,104,8,0,8.0,0,5789,6,70,0,202,60,40,5,0,26,11,5,55,1,0
2089,105,7,0,7.0,0,5789,6,70,0,202,54,46,5,0,26,10,6,56,1,0
2090,105,7,0,7.0,0,5789,7,70,0,202,52,47,5,0,26,10,6,56,1,0
2091,105,7,0,7.0,0,5789,8,70,0,202,47,51,5,0,26,9,6,57,1,0
2092,108,4,0,4.0,3,5792,9,42,28,202,41,56,3,4,26,9,6,57,2,0
2093,107,5,0,5.0,0,5792,2,51,28,202,37,58,4,4,26,7,6,58,1,2
2094,108,4,0,4.0,0,5792,4,51,28,202,35,58,4,4,26,7,6,59,1,0
2095,108,4,0,4.0,0,5792,7,51,28,202,33,57,4,4,26,7,6,59,1,0
2096,107,5,0,5.0,0,5792,10,51,28,202,30,57,4,4,26,6,6,59,1,0
2097,107,5,0,5.0,0,5792,13,51,28,202,30,54,4,4,26,6,6,59,1,0
2098,110,2,0,2.0,0,5792,17,51,28,202,28,52,4,4,26,6,7,60,1,0
2099,110,2,0,2.0,0,5792,19,23,56,202,25,53,2,7,26,5,6,60,2,0
2100,110,2,0,2.0,0,5792,6,37,56,202,22,55,3,7,26,5,6,60,2,2
2101,111,1,0,1.0,0,5792,7,37,56,201,21,56,3,7,26,5,6,61,2,0
2102,111,1,0,1.0,0,5792,8,37,56,200,21,56,3,7,25,5,7,61,2,0
2103,111,1,0,1.0,0,5792,10,37,56,200,18,57,3,7,25,5,7,61,2,0
2104,111,1,0,1.0,0,5792,14,37,56,198,15,58,3,7,25,4,7,62,2,0
2105,112,0,0,0.0,0,5792,20,37,56,194,16,55,3,7,25,4,6,63,2,0
2106,113,0,1,3.0,0,5792,23,23,70,193,16,53,2,9,25,4,6,63,2,0
2107,112,0,0,0.0,0,5792,29,23,70,191,18,47,2,9,24,4,5,63,2,2
2108,111,1,0,1.0,0,5792,31,23,70,190,19,45,2,9,24,4,4,63,2,0
2109,113,0,1,3.0,0,5792,36,23,70,188,19,42,2,9,24,4,5,64,2,0
2110,113,0,1,3.0,0,5792,42,23,70,186,20,37,2,9,24,4,5,64,2,0
2111,113,0,1,3.0,0,5792,46,23,70,184,21,34,2,9,23,4,5,64,2,0
2112,114,0,2,6.0,0,5792,48,23,70,180,24,33,2,9,23,5,5,64,2,0
2113,114,0,2,6.0,0,5792,50,14,79,177,27,31,1,10,23,6,4,64,2,0
2114,112,0,0,0.0,0,5792,53,14,79,173,31,28,1,10,22,6,3,64,2,1
2115,112,0,0,0.0,0,5792,53,14,79,173,29,30,1,10,22,5,4,64,2,0
2116,112,0,0,0.0,4,5796,55,14,79,171,31,28,1,10,22,6,3,64,2,0
2117,113,0,1,3.0,2,5798,58,14,79,170,32,25,1,10,22,7,3,63,2,0
2118,112,0,0,0.0,5,5803,61,14,79,167,35,22,1,10,21,7,3,63,2,0
2119,111,1,0,1.0,2,5805,63,14,79,166,36,20,1,10,21,7,3,62,2,0
2120,113,0,1,3.0,4,5809,64,0,93,163,39,19,0,12,21,8,3,62,2,0
2121,111,1,0,1.0,2,5811,53,14,93,163,39,16,1,12,21,8,2,61,2,0
2122,112,0,0,0.0,9,5820,58,14,65,181,43,17,1,9,23,8,3,61,2,0
2123,113,0,1,3.0,9,5829,61,14,65,179,45,14,1,9,23,9,3,61,2,0
2124,112,0,0,0.0,3,5832,62,14,65,177,47,13,1,9,23,9,2,61,2,0
2125,111,1,0,1.0,2,5834,62,14,65,174,50,13,1,9,22,10,2,60,2,0
2126,112,0,0,0.0,0,5834,62,14,65,170,54,13,1,9,22,11,2,60,2,0
2127,110,2,0,2.0,4,5838,64,14,65,167,57,11,1,9,21,11,2,59,2,0
2128,110,2,0,2.0,6,5844,37,42,65,166,58,10,3,9,21,11,2,59,2,1
2129,109,3,0,3.0,8,5852,38,42,37,189,60,12,3,5,24,12,2,58,2,0
2130,109,3,0,3.0,5,5857,39,42,37,188,61,11,3,5,24,12,2,58,2,0
2131,109,3,0,3.0,2,5859,39,42,37,188,61,11,3,5,24,12,2,58,2,0
2132,109,3,0,3.0,7,5866,39,42,37,186,63,11,3,5,24,12,2,58,2,0
2133,106,6,0,6.0,7,5873,41,42,37,184,65,9,3,5,23,13,1,56,2,0
2134,106,6,0,6.0,10,5883,41,42,37,182,67,9,3,5,23,13,1,56,2,0
2135,104,8,0,8.0,8,5891,13,70,37,181,68,9,5,5,23,13,1,55,1,2
2136,104,8,0,8.0,6,5897,13,70,23,191,68,13,5,3,24,13,2,55,1,0
2137,103,9,0,9.0,4,5901,13,70,23,190,69,13,5,3,24,13,2,54,1,0
2138,103,9,0,9.0,0,5901,13,70,23,190,69,13,5,3,24,13,2,54,1,0
2139,103,9,0,9.0,5,5906,13,70,23,190,69,13,5,3,24,13,2,54,1,0
2140,103,9,0,9.0,4,5910,19,70,23,190,69,7,5,3,24,13,1,54,1,0
2141,104,8,0,8.0,4,5914,19,56,37,189,70,7,4,5,24,14,1,53,1,0
2142,104,8,0,8.0,0,5914,5,70,37,189,70,7,5,5,24,14,1,53,1,2
2143,105,7,0,7.0,2,5916,5,70,28,196,70,9,5,4,25,14,2,53,1,0
2144,105,7,0,7.0,0,5916,5,70,28,196,70,9,5,4,25,14,2,53,1,0
2145,104,8,0,8.0,4,5920,5,70,28,196,70,9,5,4,25,14,2,52,1,0
2146,106,6,0,6.0,7,5927,5,70,28,195,70,10,5,4,25,14,3,53,1,0
2147,105,7,0,7.0,3,5930,8,70,28,195,69,8,5,4,25,14,2,53,1,0
2148,106,6,0,6.0,0,5930,8,42,56,192,72,8,3,7,24,14,2,53,2,0
2149,104,8,0,8.0,2,5932,0,50,56,188,74,10,4,7,24,14,2,52,1,2
2150,106,6,0,6.0,0,5932,0,50,42,197,72,17,4,6,25,14,3,53,1,0
2151,107,5,0,5.0,0,5932,0,50,42,196,72,18,4,6,25,15,3,53,1,0
2152,106,6,0,6.0,0,5932,0,50,42,196,70,20,4,6,25,14,3,53,1,0
2153,106,6,0,6.0,0,5932,0,50,42,190,75,21,4,6,24,15,3,53,1,0
2154,107,5,0,5.0,0,5932,4,50,42,187,76,19,4,6,24,14,3,54,1,0
2155,111,1,0,1.0,0,5932,4,22,70,185,76,21,2,9,24,16,3,54,2,0
2156,109,3,0,3.0,0,5932,4,22,70,181,78,23,2,9,23,15,3,54,2,2
2157,110,2,0,2.0,0,5932,4,22,70,178,77,27,2,9,23,15,3,55,2,0
2158,109,3,0,3.0,0,5932,4,22,70,176,76,30,2,9,22,15,3,55,2,0
2159,111,1,0,1.0,0,5932,4,22,70,174,74,34,2,9,22,15,4,56,2,0
2160,111,1,0,1.0,0,5932,4,22,70,171,77,34,2,9,22,15,4,56,2,0
2161,110,2,0,2.0,0,5932,6,22,70,170,76,34,2,9,22,14,4,56,2,0
2162,113,0,1,3.0,0,5932,6,8,84,167,78,35,1,11,21,15,5,57,2,0
2163,114,0,2,6.0,5,5937,6,8,84,167,75,38,1,11,21,16,5,57,2,1
2164,113,0,1,3.0,0,5937,7,8,84,164,77,38,1,11,21,15,5,57,2,0
2165,116,0,4,12.0,4,5941,8,8,84,161,77,40,1,11,21,15,6,59,2,0
2166,115,0,3,9.0,0,5941,8,8,84,159,79,40,1,11,20,15,6,59,2,0
2167,112,0,0,0.0,3,5944,10,8,84,158,76,42,1,11,20,14,6,57,2,0
2168,112,0,0,0.0,2,5946,17,8,84,157,75,37,1,11,20,15,4,57,2,0
2169,113,0,1,3.0,2,5948,18,0,92,149,81,38,0,12,19,15,5,58,2,0
2170,114,0,2,6.0,4,5952,20,0,92,148,79,39,0,12,19,16,5,58,2,0
2171,116,0,4,12.0,0,5952,21,0,78,161,75,43,0,10,21,16,6,59,2,0
2172,115,0,3,9.0,3,5955,23,0,78,161,72,44,0,10,21,15,6,59,2,0
2173,115,0,3,9.0,14,5969,25,0,78,161,71,43,0,10,21,15,6,59,2,0
2174,114,0,2,6.0,9,5978,27,0,78,160,70,43,0,10,20,14,6,60,2,0
2175,113,0,1,3.0,2,5980,31,0,78,156,73,40,0,10,20,14,6,58,2,0
2176,112,0,0,0.0,9,5989,34,0,78,153,76,37,0,10,20,15,5,57,2,0
2177,112,0,0,0.0,4,5993,10,28,78,148,79,35,2,10,19,15,6,57,2,0
2178,113,0,1,3.0,8,6001,10,28,50,170,80,40,2,7,22,16,6,57,2,0
2179,112,0,0,0.0,0,6001,12,28,50,168,80,40,2,7,21,16,6,57,2,0
2180,113,0,1,3.0,0,6001,13,28,50,165,82,40,2,7,21,17,6,57,2,0
2181,114,0,2,6.0,6,6007,16,28,50,160,87,37,2,7,20,18,5,58,2,0
2182,112,0,0,0.0,4,6011,17,28,50,160,86,37,2,7,20,16,5,58,2,0
2183,108,4,0,4.0,12,6023,20,28,50,160,86,34,2,7,20,16,4,55,2,0
2184,109,3,0,3.0,7,6030,6,42,50,158,88,34,3,7,20,17,4,55,2,1
2185,109,3,0,3.0,2,6032,10,42,22,180,90,34,3,3,23,17,5,55,2,0
2186,112,0,0,0.0,3,6035,12,42,22,178,91,33,3,3,23,18,6,56,2,0
2187,111,1,0,1.0,14,6049,14,42,22,171,98,31,3,3,22,19,6,55,2,0
2188,109,3,0,3.0,5,6054,17,42,22,168,101,28,3,3,21,19,5,54,2,0
2189,108,4,0,4.0,14,6068,22,42,22,163,106,23,3,3,21,20,3,54,2,0
2190,108,4,0,4.0,6,6074,25,42,22,160,109,20,3,3,20,21,3,54,2,0
2191,107,5,0,5.0,5,6079,1,67,22,159,109,20,5,3,20,21,4,52,1,2
2192,108,4,0,4.0,0,6079,3,67,8,169,110,21,5,1,22,22,4,52,1,0
2193,106,6,0,6.0,0,6079,4,67,8,165,111,23,5,1,21,21,4,52,1,0
2194,109,3,0,3.0,4,6083,4,67,8,163,109,27,5,1,21,22,5,53,1,0
2195,108,4,0,4.0,6,6089,6,67,8,161,109,27,5,1,21,21,5,53,1,0
2196,104,8,0,8.0,4,6093,11,67,8,157,112,23,5,1,20,21,3,52,1,0
2197,108,4,0,4.0,10,6103,13,39,36,155,114,21,3,5,20,22,3,52,2,0
2198,109,3,0,3.0,0,6103,1,52,36,154,109,26,4,5,20,21,4,53,1,2
2199,111,1,0,1.0,5,6108,1,52,28,160,107,30,4,4,20,21,6,54,1,0
2200,107,5,0,5.0,6,6114,2,52,28,158,107,31,4,4,20,21,5,51,1,0
2201,107,5,0,5.0,9,6123,2,52,28,156,105,35,4,4,20,20,5,52,1,0
2202,110,2,0,2.0,2,6125,2,52,28,155,103,38,4,4,20,20,6,54,1,0
2203,108,4,0,4.0,2,6127,6,52,28,155,101,36,4,4,20,19,5,54,1,0
2204,109,3,0,3.0,4,6131,7,38,42,155,99,37,3,6,20,19,5,53,2,0
2205,108,4,0,4.0,4,6135,0,45,42,155,96,40,4,6,20,18,5,54,1,2
2206,109,3,0,3.0,6,6141,0,45,42,155,95,41,4,6,20,19,5,54,1,0
2207,109,3,0,3.0,4,6145,0,45,42,155,92,44,4,6,20,18,6,54,1,0
2208,106,6,0,6.0,9,6154,0,45,42,155,92,44,4,6,20,18,6,51,1,0
2209,107,5,0,5.0,6,6160,1,45,42,155,89,46,4,6,20,17,6,52,1,0
2210,109,3,0,3.0,1,6161,4,45,42,155,86,46,4,6,20,17,6,54,1,0
2211,110,2,0,2.0,3,6164,7,20,67,155,84,45,2,9,20,16,6,54,2,0
2212,109,3,0,3.0,7,6171,4,27,67,155,83,42,2,9,20,16,6,53,2,2
2213,109,3,0,3.0,3,6174,6,27,67,155,82,41,2,9,20,15,6,54,2,0
2214,108,4,0,4.0,10,6184,7,27,67,155,74,48,2,9,20,15,5,54,2,0
2215,107,5,0,5.0,4,6188,7,27,67,155,73,49,2,9,20,14,5,54,2,0
2216,106,6,0,6.0,4,6192,13,27,67,155,73,43,2,9,20,14,6,52,2,0
2217,105,7,0,7.0,6,6198,17,27,67,155,73,39,2,9,20,14,4,52,2,0
2218,105,7,0,7.0,10,6208,19,14,80,155,73,37,1,10,20,14,4,52,2,0
2219,108,4,0,4.0,0,6208,9,28,80,154,73,34,2,10,20,15,5,53,2,2
2220,105,7,0,7.0,4,6212,12,28,80,151,72,35,2,10,19,14,4,53,2,0
2221,105,7,0,7.0,7,6219,14,28,80,148,72,36,2,10,19,14,4,53,2,0
2222,107,5,0,5.0,0,6219,16,28,80,148,67,39,2,10,19,14,5,53,2,0
2223,106,6,0,6.0,0,6219,19,28,80,148,64,39,2,10,19,13,4,54,2,0
2224,104,8,0,8.0,9,6228,20,28,80,147,63,40,2,10,19,13,4,52,2,0
2225,105,7,0,7.0,9,6237,23,21,87,146,61,40,2,11,19,12,4,53,2,0
2226,102,10,0,10.0,0,6237,0,44,87,144,58,45,4,11,18,11,4,53,1,2
2227,105,7,0,7.0,2,6239,3,44,59,162,60,50,4,8,21,12,5,53,1,0
2228,103,9,0,9.0,5,6244,6,44,59,160,62,47,4,8,20,12,4,53,1,0
2229,106,6,0,6.0,2,6246,8,44,59,155,65,47,4,8,20,12,5,55,1,0
2230,106,6,0,6.0,13,6259,9,44,59,153,65,48,4,8,20,13,6,53,1,0
2231,104,8,0,8.0,4,6263,10,44,59,150,66,49,4,8,19,13,6,52,1,0
2232,104,8,0,8.0,4,6267,18,37,66,148,61,48,3,9,19,12,5,52,2,0
2233,103,9,0,9.0,0,6267,5,51,66,146,60,50,4,9,19,11,5,53,1,2
2234,104,8,0,8.0,10,6277,5,51,52,157,57,56,4,7,20,12,5,54,1,0
2235,103,9,0,9.0,2,6279,5,51,52,155,56,59,4,7,20,11,5,54,1,0
2236,103,9,0,9.0,5,6284,5,51,52,154,56,60,4,7,20,11,5,54,1,0
2237,106,6,0,6.0,2,6286,6,51,52,153,56,60,4,7,20,11,6,56,1,0
2238,104,8,0,8.0,2,6288,10,51,52,153,52,60,4,7,20,11,6,54,1,0
2239,105,7,0,7.0,2,6290,13,37,66,152,51,59,3,9,19,10,6,55,2,0
2240,106,6,0,6.0,7,6297,5,50,66,150,51,56,4,9,19,11,6,55,1,2
2241,104,8,0,8.0,4,6301,8,50,41,170,49,60,4,6,22,10,7,53,1,0
2242,105,7,0,7.0,5,6306,10,50,41,170,47,60,4,6,22,10,7,54,1,0
2243,104,8,0,8.0,5,6311,13,50,41,168,48,58,4,6,21,10,7,54,1,0
2244,104,8,0,8.0,5,6316,18,50,41,166,49,54,4,6,21,10,6,54,1,0
2245,106,6,0,6.0,2,6318,26,50,41,164,49,48,4,6,21,10,6,56,1,0
2246,106,6,0,6.0,6,6324,26,27,64,157,54,50,2,8,20,12,6,54,2,0
2247,105,7,0,7.0,0,6324,2,53,64,155,55,49,4,8,20,11,6,54,1,2
2248,106,6,0,6.0,2,6326,4,53,51,167,55,48,4,7,21,11,7,54,1,0
2249,104,8,0,8.0,2,6328,6,53,51,167,55,46,4,7,21,11,6,53,1,0
2250,103,9,0,9.0,4,6332,13,53,51,166,56,39,4,7,21,11,5,53,1,0
2251,105,7,0,7.0,0,6332,16,53,51,161,61,36,4,7,21,12,5,53,1,0
2252,104,8,0,8.0,0,6332,22,53,51,158,64,30,4,7,20,13,4,53,1,0
2253,107,5,0,5.0,4,6336,25,39,65,157,65,27,3,9,20,13,4,54,2,0
2254,105,7,0,7.0,3,6339,1,64,65,156,66,26,5,9,20,13,4,52,1,2
2255,105,7,0,7.0,2,6341,2,64,58,160,66,28,5,8,20,13,5,52,1,0
2256,105,7,0,7.0,0,6341,6,64,58,160,66,24,5,8,20,13,5,52,1,0
2257,104,8,0,8.0,0,6341,8,64,58,158,68,22,5,8,20,13,4,52,1,0
2258,103,9,0,9.0,0,6341,10,64,58,158,68,20,5,8,20,13,3,52,1,0
2259,103,9,0,9.0,0,6341,17,64,58,158,68,13,5,8,20,13,2,52,1,0
2260,103,9,0,9.0,0,6341,19,51,71,158,68,11,4,9,20,13,2,52,1,0
2261,105,7,0,7.0,2,6343,6,65,71,156,70,10,5,9,20,14,2,53,1,2
2262,103,9,0,9.0,2,6345,7,65,64,160,71,11,5,8,20,14,3,51,1,0
2263,103,9,0,9.0,0,6345,9,65,64,160,71,9,5,8,20,14,3,51,1,0
2264,106,6,0,6.0,0,6345,11,65,64,160,70,8,5,8,20,15,4,52,1,0
2265,104,8,0,8.0,0,6345,12,65,64,159,68,10,5,8,20,14,3,52,1,0
2266,103,9,0,9.0,0,6345,13,65,64,158,66,12,5,8,20,13,2,53,1,0
2267,107,5,0,5.0,0,6345,13,39,90,156,68,12,3,12,20,14,2,53,2,0
2268,106,6,0,6.0,0,6345,0,52,90,156,68,12,4,12,20,14,2,53,1,2
2269,107,5,0,5.0,1,6346,0,52,76,167,67,16,4,10,21,14,3,54,1,0
2270,107,5,0,5.0,0,6346,0,52,76,165,68,17,4,10,21,14,3,54,1,0
2271,107,5,0,5.0,0,6346,0,52,76,163,68,19,4,10,21,14,3,54,1,0
2272,110,2,0,2.0,2,6348,0,52,76,162,67,21,4,10,21,15,4,55,1,0
2273,109,3,0,3.0,2,6350,3,52,76,162,65,20,4,10,21,14,3,55,1,0
2274,110,2,0,2.0,2,6352,3,27,101,161,61,25,2,13,21,13,3,55,2,0
2275,109,3,0,3.0,4,6356,3,27,101,161,59,27,2,13,21,13,3,54,2,2
2276,108,4,0,4.0,5,6361,3,27,78,181,56,33,2,10,23,12,4,54,2,0
2277,109,3,0,3.0,6,6367,3,27,78,179,56,35,2,10,23,12,5,54,2,0
2278,109,3,0,3.0,6,6373,3,27,78,178,55,37,2,10,23,12,5,54,2,0
2279,110,2,0,2.0,6,6379,3,27,78,177,54,39,2,10,23,12,5,55,2,0
2280,112,0,0,0.0,0,6379,5,27,78,177,52,39,2,10,23,13,5,56,2,0
2281,111,1,0,1.0,4,6383,5,13,92,173,55,40,1,12,22,12,5,56,2,0
2282,110,2,0,2.0,2,6385,6,13,92,172,55,40,1,12,22,12,5,55,2,1
2283,109,3,0,3.0,2,6387,9,13,78,185,56,37,1,10,24,12,5,54,2,0
2284,108,4,0,4.0,2,6389,12,13,78,182,58,35,1,10,23,13,4,54,2,0
2285,110,2,0,2.0,4,6393,12,13,78,180,58,37,1,10,23,13,5,55,2,0
2286,109,3,0,3.0,8,6401,12,13,78,174,62,39,1,10,22,13,5,55,2,0
2287,110,2,0,2.0,8,6409,16,13,78,171,65,35,1,10,22,14,5,54,2,0
2288,113,0,1,3.0,6,6415,17,0,91,170,64,36,0,12,22,15,5,55,2,0
2289,110,2,0,2.0,12,6427,5,14,91,168,64,36,1,12,21,14,5,54,2,0
2290,109,3,0,3.0,3,6430,7,14,78,176,66,37,1,10,22,14,6,53,2,0
2291,109,3,0,3.0,10,6440,9,14,78,173,62,42,1,10,22,14,6,53,2,0
2292,109,3,0,3.0,13,6453,14,14,78,168,65,39,1,10,21,14,7,53,2,0
2293,110,2,0,2.0,9,6462,16,14,78,162,71,37,1,10,21,15,6,53,2,0
2294,109,3,0,3.0,6,6468,22,14,78,161,72,31,1,10,21,16,4,53,2,0
2295,107,5,0,5.0,3,6471,24,14,78,158,74,30,1,10,20,15,5,52,2,0
2296,109,3,0,3.0,6,6477,2,38,78,156,71,33,3,10,20,15,5,53,2,1
2297,110,2,0,2.0,0,6477,4,38,52,177,70,37,3,7,23,15,5,54,2,0
2298,107,5,0,5.0,5,6482,6,38,52,174,72,36,3,7,22,14,5,53,2,0
2299,107,5,0,5.0,6,6488,7,38,52,173,72,36,3,7,22,15,5,52,2,0
2300,107,5,0,5.0,7,6495,8,38,52,170,75,35,3,7,22,16,4,52,2,0
2301,106,6,0,6.0,5,6500,8,38,52,168,77,35,3,7,21,16,4,52,2,0
2302,106,6,0,6.0,2,6502,9,38,52,166,77,36,3,7,21,16,4,52,2,0
2303,105,7,0,7.0,6,6508,2,47,52,164,79,34,4,7,21,16,4,51,1,2
2304,105,7,0,7.0,11,6519,4,47,27,182,81,37,4,4,23,16,5,51,1,0
2305,104,8,0,8.0,6,6525,4,47,27,182,81,37,4,4,23,16,5,50,1,0
2306,104,8,0,8.0,2,6527,6,47,27,182,79,37,4,4,23,15,6,50,1,0
2307,105,7,0,7.0,0,6527,8,47,27,182,78,36,4,4,23,16,6,50,1,0
2308,105,7,0,7.0,0,6527,11,47,27,180,80,33,4,4,23,17,5,50,1,0
2309,106,6,0,6.0,4,6531,18,33,41,178,82,26,3,6,23,17,3,50,2,0
2310,105,7,0,7.0,2,6533,6,47,41,177,82,25,4,6,23,17,3,50,1,2
2311,105,7,0,7.0,2,6535,6,47,27,188,82,28,4,4,24,17,4,50,1,0
2312,104,8,0,8.0,2,6537,6,47,27,188,80,30,4,4,24,16,4,50,1,0
2313,104,8,0,8.0,0,6537,7,47,27,188,80,29,4,4,24,16,4,50,1,0
2314,104,8,0,8.0,0,6537,12,47,27,188,80,24,4,4,24,16,4,50,1,0
2315,105,7,0,7.0,4,6541,18,47,27,188,78,20,4,4,24,16,4,50,1,0
2316,105,7,0,7.0,0,6541,19,23,51,188,76,21,2,7,24,14,4,50,2,0
2317,105,7,0,7.0,0,6541,6,37,51,188,75,21,3,7,24,15,3,50,2,2
2318,105,7,0,7.0,0,6541,6,37,38,198,75,24,3,5,25,15,4,50,2,0
2319,106,6,0,6.0,0,6541,6,37,38,198,74,25,3,5,25,15,5,50,2,0
2320,105,7,0,7.0,0,6541,8,37,38,198,74,23,3,5,25,15,4,50,2,0
2321,105,7,0,7.0,0,6541,8,37,38,198,74,23,3,5,25,15,4,50,2,0
2322,104,8,0,8.0,0,6541,13,37,38,198,72,20,3,5,25,14,3,51,2,0
2323,106,6,0,6.0,0,6541,13,28,47,198,71,21,2,6,25,14,4,52,2,0
2324,107,5,0,5.0,0,6541,2,41,47,197,71,20,3,6,25,14,4,52,2,2
2325,106,6,0,6.0,0,6541,3,41,47,195,73,19,3,6,25,14,3,52,2,0
2326,106,6,0,6.0,0,6541,3,41,47,195,69,23,3,6,25,14,3,52,2,0
2327,106,6,0,6.0,0,6541,3,41,47,192,71,24,3,6,24,13,4,53,2,0
2328,106,6,0,6.0,0,6541,4,41,47,191,71,24,3,6,24,13,4,53,2,0
2329,106,6,0,6.0,0,6541,7,41,47,191,68,24,3,6,24,14,3,53,2,0
2330,106,6,0,6.0,0,6541,9,27,61,190,67,24,2,8,24,13,3,53,2,0
2331,108,4,0,4.0,0,6541,0,36,61,189,62,30,3,8,24,13,4,54,2,2
2332,108,4,0,4.0,0,6541,0,36,61,189,59,33,3,8,24,12,4,55,2,0
2333,110,2,0,2.0,0,6541,2,36,61,186,61,32,3,8,24,12,5,55,2,0
2334,110,2,0,2.0,0,6541,4,36,61,185,60,32,3,8,24,12,5,55,2,0
2335,109,3,0,3.0,0,6541,5,36,61,183,58,35,3,8,23,11,5,56,2,0
2336,108,4,0,4.0,0,6541,8,36,61,182,56,35,3,8,23,11,4,56,2,0
2337,109,3,0,3.0,0,6541,9,22,75,181,52,39,2,10,23,11,3,57,2,0
2338,110,2,0,2.0,0,6541,0,31,75,178,49,45,3,10,23,10,4,58,2,2
2339,112,0,0,0.0,0,6541,0,31,61,189,50,47,3,8,24,11,5,59,2,0
