day,pens_total,empty,shortage,daily_loss,lambs_sold_today,cumulative_sold,n_avail,n_mate,n_pend,n_preg,n_nurs,n_rest,mate_pens,pending_pens,preg_pens,nurs_pens,rest_pens,fatt_pens,ram_pens,active_batches
2340,113,0,1,3.0,0,6541,2,31,61,186,50,48,3,8,24,10,6,59,2,0
2341,113,0,1,3.0,0,6541,3,31,61,185,49,49,3,8,24,10,6,59,2,0
2342,113,0,1,3.0,0,6541,4,31,61,181,51,50,3,8,23,10,6,60,2,0
2343,112,0,0,0.0,0,6541,4,31,61,181,48,53,3,8,23,9,6,60,2,0
2344,113,0,1,3.0,0,6541,8,18,74,176,52,50,2,10,22,10,6,60,2,0
2345,114,0,2,6.0,0,6541,9,18,74,176,49,52,2,10,22,10,6,61,2,2
2346,117,0,5,15.0,1,6542,10,18,50,190,52,58,2,7,24,11,6,64,2,0
2347,118,0,6,18.0,2,6544,13,18,50,188,52,57,2,7,24,11,6,65,2,0
2348,120,0,8,24.0,0,6544,15,18,50,185,53,57,2,7,24,11,7,65,2,0
2349,115,0,3,9.0,5,6549,21,18,50,182,54,53,2,7,23,11,6,62,2,0
2350,114,0,2,6.0,9,6558,24,18,50,180,56,50,2,7,23,11,6,61,2,0
2351,115,0,3,9.0,2,6560,25,9,59,178,58,49,1,8,23,12,5,62,2,0
2352,113,0,1,3.0,5,6565,27,9,59,175,61,47,1,8,22,12,5,61,2,1
2353,115,0,3,9.0,2,6567,31,9,50,182,59,47,1,7,23,12,6,61,2,0
2354,118,0,6,18.0,4,6571,34,9,50,179,60,46,1,7,23,13,6,63,2,0
2355,119,0,7,21.0,4,6575,39,9,50,177,61,42,1,7,23,13,6,64,2,0
2356,119,0,7,21.0,4,6579,45,9,50,172,65,37,1,7,22,13,6,64,2,0
2357,115,0,3,9.0,8,6587,47,9,50,172,65,35,1,7,22,13,5,61,2,0
2358,114,0,2,6.0,8,6595,50,0,59,171,66,32,0,8,22,14,4,60,2,0
2359,114,0,2,6.0,9,6604,52,0,59,171,66,30,0,8,22,14,4,60,2,0
2360,114,0,2,6.0,0,6604,54,0,45,184,66,29,0,6,23,14,5,60,2,0
2361,113,0,1,3.0,4,6608,57,0,45,184,66,26,0,6,23,14,4,59,2,0
2362,115,0,3,9.0,2,6610,58,0,45,183,67,25,0,6,23,14,4,61,2,0
2363,115,0,3,9.0,6,6616,61,0,45,181,69,22,0,6,23,14,4,61,2,0
2364,114,0,2,6.0,3,6619,68,0,45,180,70,15,0,6,23,14,3,61,2,0
2365,112,0,0,0.0,4,6623,70,0,45,178,72,13,0,6,23,15,3,58,2,0
2366,112,0,0,0.0,0,6623,58,14,45,178,72,11,1,6,23,15,2,58,2,0
2367,111,1,0,1.0,8,6631,60,14,31,188,72,13,1,4,24,15,3,57,2,0
2368,111,1,0,1.0,4,6635,60,14,31,188,72,13,1,4,24,15,3,57,2,0
2369,113,0,1,3.0,4,6639,60,14,31,187,72,14,1,4,24,16,4,57,2,0
2370,113,0,1,3.0,6,6645,60,14,31,187,70,16,1,4,24,14,4,59,2,0
2371,113,0,1,3.0,10,6655,64,14,31,186,71,12,1,4,24,15,3,59,2,0
2372,111,1,0,1.0,7,6662,66,14,31,184,70,13,1,4,23,15,3,58,2,0
2373,111,1,0,1.0,2,6664,53,28,31,183,70,13,2,4,23,14,3,59,2,1
2374,109,3,0,3.0,5,6669,54,28,18,192,73,13,2,3,24,15,3,56,2,0
2375,108,4,0,4.0,3,6672,54,28,18,191,73,14,2,3,24,14,3,56,2,0
2376,109,3,0,3.0,0,6672,54,28,18,191,72,15,2,3,24,15,3,56,2,0
2377,109,3,0,3.0,5,6677,54,28,18,187,76,15,2,3,24,16,3,55,2,0
2378,111,1,0,1.0,4,6681,55,28,18,186,74,17,2,3,24,15,3,58,2,0
2379,111,1,0,1.0,4,6685,55,28,18,181,78,18,2,3,23,16,3,58,2,0
2380,110,2,0,2.0,2,6687,27,56,18,181,76,20,4,3,23,16,3,58,1,2
2381,113,0,1,3.0,0,6687,27,56,9,187,77,22,4,2,24,17,4,59,1,0
2382,108,4,0,4.0,1,6688,27,56,9,183,80,23,4,2,23,16,4,56,1,0
2383,108,4,0,4.0,0,6688,27,56,9,180,80,26,4,2,23,16,4,56,1,0
2384,107,5,0,5.0,0,6688,27,56,9,178,80,28,4,2,23,15,4,56,1,0
2385,111,1,0,1.0,0,6688,31,56,9,177,78,27,4,2,23,17,4,57,1,0
2386,114,0,2,6.0,2,6690,31,42,23,174,80,28,3,3,22,16,5,60,2,0
2387,115,0,3,9.0,0,6690,32,42,23,172,78,31,3,3,22,17,5,60,2,2
2388,114,0,2,6.0,0,6690,34,42,14,178,81,29,3,2,23,17,4,60,2,0
2389,115,0,3,9.0,0,6690,34,42,14,175,79,34,3,2,22,17,5,61,2,0
2390,115,0,3,9.0,0,6690,37,42,14,175,79,31,3,2,22,17,5,61,2,0
2391,111,1,0,1.0,2,6692,38,42,14,173,76,35,3,2,22,15,5,59,2,0
2392,111,1,0,1.0,0,6692,39,42,14,170,77,36,3,2,22,15,5,59,2,0
2393,113,0,1,3.0,8,6700,40,28,28,169,75,38,2,4,22,16,5,59,2,0
2394,112,0,0,0.0,8,6708,41,28,28,167,74,40,2,4,21,15,6,59,2,1
2395,113,0,1,3.0,3,6711,41,28,28,164,75,42,2,4,21,16,6,59,2,0
2396,114,0,2,6.0,2,6713,44,28,28,163,74,41,2,4,21,16,5,60,2,0
2397,114,0,2,6.0,0,6713,45,28,28,161,73,43,2,4,21,15,6,60,2,0
2398,115,0,3,9.0,15,6728,47,28,28,158,76,41,2,4,20,16,6,61,2,0
2399,110,2,0,2.0,6,6734,49,28,28,157,74,42,2,4,20,15,5,58,2,0
2400,111,1,0,1.0,3,6737,50,0,56,156,73,43,0,7,20,15,5,58,2,0
2401,112,0,0,0.0,9,6746,39,14,56,153,71,45,1,7,20,15,5,59,2,0
2402,111,1,0,1.0,5,6751,41,14,56,149,75,43,1,7,19,16,5,58,2,0
2403,113,0,1,3.0,4,6755,44,14,56,146,77,41,1,7,19,16,5,59,2,0
2404,113,0,1,3.0,4,6759,45,14,56,145,78,40,1,7,19,16,5,59,2,0
2405,110,2,0,2.0,6,6765,49,14,56,144,79,36,1,7,18,16,3,59,2,0
2406,113,0,1,3.0,2,6767,49,14,56,140,83,36,1,7,18,17,3,61,2,0
2407,109,3,0,3.0,7,6774,54,14,56,139,83,32,1,7,18,16,4,57,2,0
2408,108,4,0,4.0,0,6774,26,42,56,136,84,34,3,7,17,16,4,57,2,1
2409,110,2,0,2.0,6,6780,31,42,56,132,87,30,3,7,17,17,4,57,2,0
2410,110,2,0,2.0,7,6787,33,42,56,130,87,30,3,7,17,17,4,57,2,0
2411,109,3,0,3.0,4,6791,36,42,56,127,90,27,3,7,16,18,3,57,2,0
2412,110,2,0,2.0,2,6793,39,42,56,123,94,24,3,7,16,19,3,57,2,0
2413,110,2,0,2.0,2,6795,41,42,56,122,95,22,3,7,16,19,3,57,2,0
2414,112,0,0,0.0,18,6813,43,42,56,121,95,21,3,7,16,19,2,59,2,0
2415,107,5,0,5.0,2,6815,18,70,56,118,98,18,5,7,15,19,2,56,1,2
2416,109,3,0,3.0,0,6815,18,70,42,126,99,23,5,6,16,19,4,56,1,0
2417,109,3,0,3.0,0,6815,21,70,42,121,102,22,5,6,16,19,4,56,1,0
2418,108,4,0,4.0,0,6815,23,70,42,119,103,21,5,6,15,19,4,56,1,0
2419,108,4,0,4.0,2,6817,28,70,42,117,102,19,5,6,15,19,3,57,1,0
2420,108,4,0,4.0,10,6827,28,70,42,115,103,20,5,6,15,20,3,56,1,0
2421,109,3,0,3.0,5,6832,29,56,56,112,106,19,4,7,14,21,3,56,1,0
2422,109,3,0,3.0,11,6843,1,84,56,112,102,23,6,7,14,19,3,58,1,2
2423,109,3,0,3.0,8,6851,1,84,42,124,102,25,6,6,16,20,3,56,1,0
2424,109,3,0,3.0,2,6853,1,84,42,123,98,30,6,6,16,18,4,57,1,0
2425,109,3,0,3.0,6,6859,2,84,42,120,101,29,6,6,15,19,4,57,1,0
2426,109,3,0,3.0,10,6869,4,84,42,118,101,29,6,6,15,20,5,55,1,0
2427,109,3,0,3.0,0,6869,5,84,42,117,98,32,6,6,15,19,5,56,1,0
2428,109,3,0,3.0,0,6869,7,56,70,116,96,33,4,9,15,18,4,57,1,0
2429,110,2,0,2.0,4,6873,0,63,70,116,94,35,5,9,15,19,4,57,1,2
2430,113,0,1,3.0,4,6877,0,63,42,141,93,39,5,6,18,18,6,59,1,0
2431,111,1,0,1.0,5,6882,0,63,42,141,90,42,5,6,18,18,6,57,1,0
2432,111,1,0,1.0,15,6897,1,63,42,141,88,43,5,6,18,18,6,56,1,0
2433,109,3,0,3.0,6,6903,1,63,42,141,85,46,5,6,18,15,6,57,1,0
2434,109,3,0,3.0,12,6915,6,63,42,140,83,44,5,6,18,17,6,55,1,0
2435,111,1,0,1.0,6,6921,8,35,70,139,84,42,3,9,18,17,6,55,2,0
2436,111,1,0,1.0,2,6923,9,35,70,138,83,43,3,9,18,16,6,56,2,2
2437,112,0,0,0.0,2,6925,12,35,70,138,80,43,3,9,18,17,6,56,2,0
2438,112,0,0,0.0,9,6934,13,35,70,138,79,43,3,9,18,16,6,57,2,0
2439,111,1,0,1.0,4,6938,13,35,70,138,77,45,3,9,18,16,6,56,2,0
2440,111,1,0,1.0,4,6942,17,35,70,138,74,44,3,9,18,16,6,55,2,0
2441,109,3,0,3.0,9,6951,19,35,70,137,74,43,3,9,18,13,6,56,2,0
2442,111,1,0,1.0,3,6954,24,7,98,135,74,40,1,13,17,15,6,55,2,0
2443,111,1,0,1.0,2,6956,0,31,98,131,75,43,3,13,17,15,6,55,2,1
2444,112,0,0,0.0,2,6958,2,31,98,131,74,42,3,13,17,14,6,56,2,0
2445,114,0,2,6.0,4,6962,6,31,98,130,74,39,3,13,17,16,6,56,2,0
2446,113,0,1,3.0,3,6965,9,31,98,128,73,39,3,13,16,15,6,57,2,0
2447,112,0,0,0.0,2,6967,11,31,98,128,69,41,3,13,16,15,5,57,2,0
2448,114,0,2,6.0,0,6967,15,31,98,123,71,40,3,13,16,16,5,57,2,0
2449,111,1,0,1.0,0,6967,18,24,105,121,72,38,2,14,16,13,5,57,2,0
2450,112,0,0,0.0,0,6967,6,38,105,120,72,37,3,14,15,15,5,57,2,1
2451,114,0,2,6.0,0,6967,9,38,91,131,68,41,3,12,17,15,6,58,2,0
2452,113,0,1,3.0,0,6967,12,38,91,130,68,39,3,12,17,14,6,58,2,0
2453,114,0,2,6.0,0,6967,12,38,91,129,66,42,3,12,17,14,6,59,2,0
2454,114,0,2,6.0,0,6967,14,38,91,129,62,44,3,12,17,13,6,60,2,0
2455,113,0,1,3.0,0,6967,17,38,91,126,63,43,3,12,16,13,5,60,2,0
2456,116,0,4,12.0,0,6967,18,38,91,123,63,45,3,12,16,14,6,61,2,0
2457,113,0,1,3.0,0,6967,20,38,91,120,62,47,3,12,15,11,6,62,2,2
2458,114,0,2,6.0,0,6967,23,38,63,142,63,49,3,8,18,13,6,62,2,0
2459,114,0,2,6.0,0,6967,24,38,63,140,64,49,3,8,18,13,6,62,2,0
2460,113,0,1,3.0,0,6967,26,38,63,138,63,50,3,8,18,12,6,62,2,0
2461,116,0,4,12.0,0,6967,29,38,63,137,62,49,3,8,18,13,6,63,2,0
2462,116,0,4,12.0,0,6967,30,38,63,137,57,53,3,8,18,12,6,64,2,0
2463,117,0,5,15.0,0,6967,31,14,87,137,55,54,1,11,18,12,6,64,2,0
2464,118,0,6,18.0,2,6969,34,14,87,135,55,53,1,11,17,12,6,66,2,1
2465,115,0,3,9.0,7,6976,38,14,59,159,54,54,1,8,20,10,7,64,2,0
2466,115,0,3,9.0,8,6984,41,14,59,158,52,54,1,8,20,11,7,63,2,0
2467,115,0,3,9.0,0,6984,42,14,59,155,55,53,1,8,20,11,7,63,2,0
2468,116,0,4,12.0,0,6984,43,14,59,153,56,53,1,8,20,11,7,63,2,0
2469,115,0,3,9.0,2,6986,50,14,59,152,56,47,1,8,19,12,6,63,2,0
2470,117,0,5,15.0,3,6989,51,0,73,151,54,49,0,10,19,11,6,65,2,0
2471,118,0,6,18.0,4,6993,54,0,73,148,55,48,0,10,19,12,6,65,2,0
2472,117,0,5,15.0,5,6998,58,0,45,170,55,50,0,6,22,11,6,65,2,0
2473,115,0,3,9.0,4,7002,60,0,45,168,56,49,0,6,21,11,6,64,2,0
2474,116,0,4,12.0,11,7013,63,0,45,165,59,46,0,6,21,12,6,64,2,0
2475,115,0,3,9.0,4,7017,67,0,45,164,60,42,0,6,21,12,5,64,2,0
2476,112,0,0,0.0,7,7024,72,0,45,162,62,37,0,6,21,12,4,61,2,0
2477,112,0,0,0.0,4,7028,73,0,45,162,62,36,0,6,21,12,4,61,2,0
2478,112,0,0,0.0,5,7033,48,28,45,162,62,33,2,6,21,12,4,61,2,0
2479,114,0,2,6.0,5,7038,50,28,38,167,63,32,2,5,21,13,5,62,2,0
2480,113,0,1,3.0,5,7043,55,28,38,166,63,28,2,5,21,13,4,62,2,0
2481,113,0,1,3.0,3,7046,57,28,38,162,66,27,2,5,21,13,4,61,2,0
2482,114,0,2,6.0,2,7048,59,28,38,161,67,25,2,5,21,13,4,62,2,0
2483,113,0,1,3.0,0,7048,64,28,38,161,67,20,2,5,21,13,3,62,2,0
2484,111,1,0,1.0,2,7050,67,28,38,159,69,17,2,5,20,14,3,60,2,0
2485,110,2,0,2.0,4,7054,39,56,38,156,72,17,4,5,20,14,3,60,1,1
2486,111,1,0,1.0,4,7058,40,56,38,154,73,17,4,5,20,15,3,60,1,0
2487,113,0,1,3.0,0,7058,41,56,38,153,72,18,4,5,20,15,4,61,1,0
2488,112,0,0,0.0,4,7062,44,56,38,152,69,19,4,5,19,14,4,61,1,0
2489,111,1,0,1.0,4,7066,46,56,38,151,70,17,4,5,19,14,4,60,1,0
2490,111,1,0,1.0,3,7069,52,56,38,149,71,12,4,5,19,14,3,61,1,0
2491,111,1,0,1.0,14,7083,53,56,38,148,70,13,4,5,19,15,2,61,1,0
2492,109,3,0,3.0,4,7087,25,84,38,147,71,13,6,5,19,15,2,59,1,2
2493,108,4,0,4.0,0,7087,25,84,14,166,67,22,6,2,21,13,3,60,1,0
2494,109,3,0,3.0,0,7087,25,84,14,165,66,24,6,2,21,13,4,60,1,0
2495,112,0,0,0.0,2,7089,25,84,14,164,66,25,6,2,21,14,5,61,1,0
2496,112,0,0,0.0,11,7100,25,84,14,163,67,25,6,2,21,14,5,61,1,0
2497,110,2,0,2.0,8,7108,26,84,14,160,69,25,6,2,20,14,5,60,1,0
2498,111,1,0,1.0,2,7110,27,56,42,160,68,25,4,6,20,14,4,60,1,0
2499,112,0,0,0.0,2,7112,1,83,42,160,68,24,6,6,20,14,4,60,1,2
2500,112,0,0,0.0,0,7112,1,83,28,171,66,29,6,4,22,14,4,60,1,0
2501,112,0,0,0.0,0,7112,1,83,28,170,64,32,6,4,22,13,4,61,1,0
2502,112,0,0,0.0,3,7115,1,83,28,170,61,35,6,4,22,13,5,60,1,0
2503,113,0,1,3.0,0,7115,1,83,28,170,59,37,6,4,22,13,5,61,1,0
2504,113,0,1,3.0,0,7115,2,83,28,170,57,38,6,4,22,13,5,61,1,0
2505,114,0,2,6.0,0,7115,4,55,56,170,55,38,4,7,22,12,6,61,1,0
2506,113,0,1,3.0,4,7119,8,55,56,170,54,35,4,7,22,11,5,62,1,2
2507,113,0,1,3.0,1,7120,8,55,56,170,54,35,4,7,22,11,5,62,1,0
2508,112,0,0,0.0,0,7120,9,55,56,170,54,34,4,7,22,11,4,62,1,0
2509,112,0,0,0.0,0,7120,11,55,56,170,52,34,4,7,22,11,4,62,1,0
2510,112,0,0,0.0,1,7121,11,55,56,170,51,35,4,7,22,11,4,62,1,0
2511,114,0,2,6.0,3,7124,20,55,56,170,50,27,4,7,22,11,4,63,1,0
2512,116,0,4,12.0,4,7128,22,27,84,170,47,28,2,11,22,11,4,62,2,0
2513,117,0,5,15.0,0,7128,23,27,84,169,46,29,2,11,22,11,5,62,2,1
2514,117,0,5,15.0,0,7128,23,27,84,168,46,30,2,11,21,11,5,63,2,0
2515,116,0,4,12.0,4,7132,24,27,84,167,46,30,2,11,21,10,5,63,2,0
2516,113,0,1,3.0,4,7136,25,27,84,165,45,32,2,11,21,9,4,62,2,0
2517,114,0,2,6.0,2,7138,25,27,84,165,44,33,2,11,21,9,5,62,2,0
2518,114,0,2,6.0,0,7138,30,27,84,165,42,30,2,11,21,9,3,63,2,0
2519,116,0,4,12.0,2,7140,33,0,111,165,39,30,0,14,21,9,3,64,2,0
2520,116,0,4,12.0,0,7140,36,0,111,164,39,28,0,14,21,9,3,64,2,0
2521,116,0,4,12.0,0,7140,38,0,111,164,37,28,0,14,21,8,4,64,2,0
2522,115,0,3,9.0,5,7145,40,0,111,163,38,26,0,14,21,9,3,63,2,0
2523,114,0,2,6.0,2,7147,42,0,111,163,38,24,0,14,21,9,2,63,2,0
2524,115,0,3,9.0,3,7150,43,0,111,162,37,25,0,14,21,8,2,64,2,0
2525,115,0,3,9.0,0,7150,43,0,111,159,39,26,0,14,20,8,3,64,2,0
2526,115,0,3,9.0,9,7159,43,0,111,156,38,30,0,14,20,8,3,64,2,0
2527,116,0,4,12.0,2,7161,45,0,111,153,40,29,0,14,20,9,3,64,2,0
2528,117,0,5,15.0,2,7163,46,0,83,178,41,30,0,11,23,9,4,64,2,0
2529,117,0,5,15.0,6,7169,47,0,83,175,42,31,0,11,22,9,5,64,2,0
2530,115,0,3,9.0,4,7173,50,0,83,175,39,31,0,11,22,8,4,64,2,0
2531,116,0,4,12.0,13,7186,52,0,83,173,39,31,0,11,22,9,4,64,2,0
2532,115,0,3,9.0,6,7192,53,0,83,171,40,31,0,11,22,8,5,63,2,0
2533,115,0,3,9.0,2,7194,54,0,83,171,39,31,0,11,22,8,5,63,2,0
2534,115,0,3,9.0,4,7198,57,0,83,171,38,29,0,11,22,8,4,63,2,0
2535,112,0,0,0.0,9,7207,58,0,55,191,38,36,0,7,24,8,4,62,2,0
2536,113,0,1,3.0,6,7213,60,0,55,188,40,35,0,7,24,9,4,62,2,0
2537,113,0,1,3.0,11,7224,63,0,55,187,40,33,0,7,24,9,4,62,2,0
2538,111,1,0,1.0,13,7237,64,0,55,185,41,33,0,7,24,8,4,61,2,0
2539,111,1,0,1.0,3,7240,66,0,55,183,42,32,0,7,23,9,4,61,2,0
2540,110,2,0,2.0,6,7246,66,0,55,182,42,33,0,7,23,8,5,60,2,0
2541,110,2,0,2.0,5,7251,38,28,55,180,43,34,2,7,23,8,5,60,2,0
2542,110,2,0,2.0,4,7255,40,28,27,202,41,40,2,4,26,8,5,60,2,0
2543,110,2,0,2.0,6,7261,41,28,27,201,42,39,2,4,26,9,5,59,2,0
2544,109,3,0,3.0,2,7263,45,28,27,200,43,35,2,4,25,9,4,59,2,0
2545,111,1,0,1.0,8,7271,46,28,27,198,44,35,2,4,25,9,5,60,2,0
2546,109,3,0,3.0,4,7275,48,28,27,196,45,34,2,4,25,8,4,60,2,0
2547,110,2,0,2.0,4,7279,50,28,27,195,46,32,2,4,25,9,4,60,2,0
2548,107,5,0,5.0,4,7283,25,56,27,193,48,29,4,4,25,9,3,59,1,1
2549,105,7,0,7.0,4,7287,27,56,0,216,48,31,4,0,27,9,4,58,1,0
2550,105,7,0,7.0,0,7287,28,56,0,216,48,30,4,0,27,9,4,58,1,0
2551,106,6,0,6.0,0,7287,29,56,0,215,49,29,4,0,27,9,4,58,1,0
2552,106,6,0,6.0,0,7287,30,56,0,215,49,28,4,0,27,9,4,58,1,0
2553,105,7,0,7.0,4,7291,38,56,0,215,49,20,4,0,27,9,3,58,1,0
2554,105,7,0,7.0,4,7295,39,56,0,215,49,19,4,0,27,9,3,58,1,0
2555,105,7,0,7.0,2,7297,12,84,0,215,49,18,6,0,27,9,3,58,1,2
2556,104,8,0,8.0,2,7299,13,84,0,213,51,17,6,0,27,10,2,57,1,0
2557,104,8,0,8.0,0,7299,14,84,0,209,55,16,6,0,27,10,2,57,1,0
2558,107,5,0,5.0,0,7299,15,84,0,208,55,16,6,0,26,11,3,58,1,0
2559,107,5,0,5.0,0,7299,16,84,0,205,57,16,6,0,26,11,3,58,1,0
2560,107,5,0,5.0,0,7299,24,84,0,203,58,9,6,0,26,11,3,58,1,0
2561,110,2,0,2.0,0,7299,24,56,28,202,57,11,4,4,26,12,3,58,1,0
2562,109,3,0,3.0,0,7299,0,80,28,200,59,11,6,4,25,12,3,58,1,2
2563,110,2,0,2.0,0,7299,1,80,28,199,60,10,6,4,25,12,3,58,1,0
2564,110,2,0,2.0,0,7299,2,80,28,193,66,9,6,4,25,13,2,58,1,0
2565,109,3,0,3.0,0,7299,2,80,28,190,68,10,6,4,24,13,2,58,1,0
2566,109,3,0,3.0,0,7299,2,80,28,189,69,10,6,4,24,13,2,58,1,0
2567,110,2,0,2.0,0,7299,6,80,28,184,73,7,6,4,23,14,2,59,1,0
2568,111,1,0,1.0,0,7299,6,52,56,181,76,7,4,7,23,14,2,59,1,0
2569,113,0,1,3.0,2,7301,6,52,56,180,76,8,4,7,23,16,2,59,1,2
2570,114,0,2,6.0,5,7306,6,52,56,177,76,11,4,7,23,16,2,60,1,0
2571,114,0,2,6.0,0,7306,6,52,56,173,77,14,4,7,22,16,2,61,1,0
2572,113,0,1,3.0,6,7312,6,52,56,168,79,17,4,7,21,16,2,61,1,0
2573,111,1,0,1.0,2,7314,6,52,56,167,79,18,4,7,21,15,2,60,1,0
2574,113,0,1,3.0,0,7314,6,52,56,162,81,21,4,7,21,15,3,61,1,0
2575,114,0,2,6.0,2,7316,6,24,84,158,85,21,2,11,20,16,3,59,2,0
2576,117,0,5,15.0,2,7318,7,24,84,153,88,22,2,11,20,17,4,60,2,1
2577,117,0,5,15.0,0,7318,8,24,84,152,87,23,2,11,19,18,4,60,2,0
2578,117,0,5,15.0,6,7324,9,24,84,150,89,22,2,11,19,18,4,60,2,0
2579,117,0,5,15.0,2,7326,11,24,84,149,90,20,2,11,19,19,2,61,2,0
2580,116,0,4,12.0,5,7331,11,24,84,146,91,22,2,11,19,18,2,61,2,0
2581,115,0,3,9.0,2,7333,11,24,84,143,91,25,2,11,18,17,3,61,2,0
2582,116,0,4,12.0,3,7336,11,0,108,141,92,26,0,14,18,17,3,61,2,0
2583,114,0,2,6.0,6,7342,12,0,108,139,92,27,0,14,18,17,3,59,2,0
2584,113,0,1,3.0,4,7346,12,0,108,138,91,29,0,14,18,17,4,57,2,0
2585,116,0,4,12.0,7,7353,13,0,108,134,94,29,0,14,17,19,4,59,2,0
2586,116,0,4,12.0,2,7355,13,0,108,134,92,31,0,14,17,19,4,59,2,0
2587,116,0,4,12.0,7,7362,14,0,108,134,91,31,0,14,17,19,3,60,2,0
2588,116,0,4,12.0,0,7362,17,0,108,133,91,29,0,14,17,18,3,60,2,0
2589,116,0,4,12.0,10,7372,20,0,108,130,93,27,0,14,17,18,3,60,2,0
2590,114,0,2,6.0,0,7372,23,0,108,128,93,26,0,14,16,17,3,60,2,0
2591,113,0,1,3.0,10,7382,24,0,80,149,93,32,0,10,19,18,4,58,2,0
2592,111,1,0,1.0,6,7388,27,0,80,148,93,30,0,10,19,18,4,56,2,0
2593,114,0,2,6.0,7,7395,27,0,80,147,92,32,0,10,19,19,4,58,2,0
2594,114,0,2,6.0,7,7402,29,0,80,146,93,30,0,10,19,19,4,57,2,0
2595,114,0,2,6.0,4,7406,31,0,80,144,95,28,0,10,18,20,3,58,2,0
2596,114,0,2,6.0,4,7410,31,0,80,143,95,29,0,10,18,19,4,58,2,0
2597,113,0,1,3.0,7,7417,31,0,80,143,95,29,0,10,18,19,4,57,2,0
2598,112,0,0,0.0,0,7417,33,0,52,165,96,32,0,7,21,19,3,57,2,0
2599,111,1,0,1.0,7,7424,36,0,52,164,97,29,0,7,21,19,3,56,2,0
2600,108,4,0,4.0,4,7428,37,0,52,164,97,28,0,7,21,19,3,53,2,0
2601,112,0,0,0.0,10,7438,39,0,52,164,95,28,0,7,21,20,4,55,2,0
2602,110,2,0,2.0,0,7438,41,0,52,161,94,30,0,7,21,18,4,55,2,0
2603,112,0,0,0.0,2,7440,42,0,52,157,97,30,0,7,20,20,3,57,2,0
2604,114,0,2,6.0,0,7440,30,14,52,157,94,31,1,7,20,20,4,57,2,0
2605,113,0,1,3.0,0,7440,31,14,24,180,94,35,1,3,23,19,5,57,2,0
2606,111,1,0,1.0,0,7440,32,14,24,179,94,35,1,3,23,18,4,57,2,0
2607,112,0,0,0.0,2,7442,33,14,24,178,93,36,1,3,23,18,5,57,2,0
2608,108,4,0,4.0,4,7446,35,14,24,176,94,35,1,3,22,18,5,54,2,0
2609,109,3,0,3.0,2,7448,42,14,24,174,90,34,1,3,22,18,5,55,2,0
2610,111,1,0,1.0,5,7453,43,14,24,171,90,36,1,3,22,17,5,57,2,0
2611,111,1,0,1.0,0,7453,17,42,24,169,91,35,3,3,22,18,4,57,2,1
2612,113,0,1,3.0,0,7453,17,42,0,189,87,43,3,0,24,18,6,58,2,0
2613,112,0,0,0.0,0,7453,17,42,0,189,84,46,3,0,24,17,6,58,2,0
2614,112,0,0,0.0,2,7455,18,42,0,189,83,46,3,0,24,16,6,59,2,0
2615,113,0,1,3.0,0,7455,18,42,0,189,80,49,3,0,24,16,6,60,2,0
2616,109,3,0,3.0,2,7457,23,42,0,188,77,48,3,0,24,16,5,57,2,0
2617,110,2,0,2.0,5,7462,23,42,0,186,74,53,3,0,24,15,6,58,2,0
2618,107,5,0,5.0,2,7464,0,65,0,186,73,54,5,0,24,14,6,57,1,2
2619,108,4,0,4.0,6,7470,2,65,0,186,68,57,5,0,24,14,6,57,1,0
2620,111,1,0,1.0,3,7473,6,65,0,186,64,57,5,0,24,14,6,60,1,0
2621,111,1,0,1.0,0,7473,7,65,0,186,59,61,5,0,24,13,6,61,1,0
2622,109,3,0,3.0,9,7482,10,65,0,186,58,59,5,0,24,12,6,60,1,0
2623,111,1,0,1.0,3,7485,15,65,0,186,56,56,5,0,24,12,6,61,1,0
2624,109,3,0,3.0,11,7496,16,51,14,186,55,56,4,2,24,12,6,58,1,0
2625,109,3,0,3.0,0,7496,4,65,14,186,52,57,5,2,24,11,6,59,1,2
2626,107,5,0,5.0,4,7500,5,65,14,186,49,59,5,2,24,10,6,58,1,0
2627,107,5,0,5.0,10,7510,11,65,14,186,47,55,5,2,24,10,6,58,1,0
2628,109,3,0,3.0,6,7516,14,65,14,185,46,54,5,2,24,11,6,59,1,0
2629,109,3,0,3.0,5,7521,15,65,14,184,46,54,5,2,23,11,6,59,1,0
2630,108,4,0,4.0,2,7523,23,65,14,181,45,50,5,2,23,10,5,60,1,0
2631,111,1,0,1.0,6,7529,26,37,42,181,45,47,3,6,23,10,5,60,2,0
2632,108,4,0,4.0,5,7534,1,63,42,180,46,46,5,6,23,10,4,58,1,2
2633,109,3,0,3.0,6,7540,4,63,42,178,47,44,5,6,23,10,5,58,1,0
2634,106,6,0,6.0,6,7546,8,63,42,175,47,43,5,6,22,9,5,57,1,0
2635,106,6,0,6.0,0,7546,13,63,42,170,50,40,5,6,22,10,4,57,1,0
2636,108,4,0,4.0,4,7550,14,63,42,168,50,41,5,6,21,11,4,59,1,0
2637,110,2,0,2.0,6,7556,19,63,42,163,54,37,5,6,21,12,4,59,1,0
2638,111,1,0,1.0,3,7559,23,40,65,162,54,34,3,9,21,11,4,59,2,0
2639,110,2,0,2.0,4,7563,5,63,65,159,56,30,5,9,20,11,4,59,1,2
2640,108,4,0,4.0,7,7570,6,63,65,158,55,31,5,9,20,11,3,58,1,0
