h,T_fatt,mean_output,std_output,ci95_output_low,ci95_output_high,mean_loss,std_loss,ci95_loss_low,ci95_loss_high,mean_idle,mean_shortage,rental_day_ratio
35,220,1157.2933333333335,9.779321368928482,1153.641674720846,1160.9449919458211,11.445205479452053,1.0269101890629695,11.06175091295652,11.828660045947586,6.797095890410959,1.5493698630136987,0.2879634703196346
40,210,1234.3999999999999,15.65560382209779,1228.554101458175,1240.2458985418248,7.293625570776256,0.6845368988296611,7.038015291915902,7.54923584963661,3.8942283105022835,1.133132420091324,0.26599086757990864
45,200,1218.6399999999996,5.674966200719649,1216.5209327947562,1220.7590672052431,5.316401826484019,0.7241465060872716,5.046001077199095,5.586802575768943,3.5862100456621,0.5767305936073058,0.19523287671232875
