annual_output,mean_daily_loss,mean_idle,mean_shortage,utilization,max_daily_pens,loss_std,loss_p95,loss_cvar95,rental_day_ratio,planned_matings,executed_matings,execution_rate,scheme,N,R,h,seed,phase,q_max,B,engine_version,recomputed
1216.8,5.397808219178082,3.620821917808219,0.5923287671232876,97.29598825831702,121,4.190056579669483,14.0,17.77659574468085,0.1835616438356164,4158,4158,1.0,C_h45,378,8,45,2022,final,21.0,0.0,v2.2,False
1253.6,24.683835616438355,0.0,8.227945205479452,107.34637964774952,126,5.861550167634844,33.0,34.64253393665158,1.0,0,0,0.0,A,426,9,40,2023,final,,,v2.2,False
1096.2,4.786301369863014,4.774794520547945,0.0038356164383561,95.74021526418788,113,2.1807895236375088,9.0,9.510416666666666,0.0038356164383561,0,0,0.0,B,378,8,40,2023,final,,,v2.2,False
1253.8,6.361095890410959,3.486027397260274,0.9583561643835616,97.7431506849315,123,5.01625853356451,15.0,19.09655172413793,0.2526027397260273,4046,4046,1.0,C_h40,378,8,40,2023,final,21.0,0.0,v2.2,False
1215.8,4.753972602739726,3.330410958904109,0.4745205479452055,97.45009784735812,118,3.398152692381584,11.0,13.336538461538462,0.1994520547945205,4032,4032,1.0,C_h45,378,8,45,2023,final,21.0,0.0,v2.2,False
1256.6,25.186849315068493,0.0,8.395616438356164,107.49608610567516,129,7.795610142316491,39.0,41.02857142857143,1.0,0,0,0.0,A,426,9,40,2024,final,,,v2.2,False
1107.0,3.978082191780822,3.938630136986301,0.0131506849315068,96.49510763209392,113,2.3732245542526047,8.0,8.607142857142858,0.0131506849315068,0,0,0.0,B,378,8,40,2024,final,,,v2.2,False
1237.8,6.801095890410959,3.197808219178082,1.201095890410959,98.21722113502936,124,5.620919465752116,18.0,21.42222222222222,0.2893150684931507,3857,3857,1.0,C_h40,378,8,40,2024,final,21.0,0.0,v2.2,False
1220.6,5.7435616438356165,3.912328767123288,0.6104109589041096,97.0518590998043,121,4.277644024954595,15.0,17.295238095238094,0.1791780821917808,4144,4144,1.0,C_h45,378,8,45,2024,final,21.0,0.0,v2.2,False
1248.8,21.752876712328767,0.0,7.250958904109589,106.47407045009784,126,5.820955573817551,30.0,31.37914691943128,1.0,0,0,0.0,A,426,9,40,2025,final,,,v2.2,False
1082.0,4.307945205479452,4.294794520547946,0.0043835616438356,96.1692759295499,114,1.8017010107350315,7.0,7.505208333333333,0.0038356164383561,0,0,0.0,B,378,8,40,2025,final,,,v2.2,False
1229.6,7.472876712328767,4.065205479452055,1.135890410958904,97.38454011741683,123,5.412932623064072,18.0,20.425531914893615,0.2745205479452055,3906,3906,1.0,C_h40,378,8,40,2025,final,21.0,0.0,v2.2,False
1220.0,6.295890410958904,4.448219178082192,0.6158904109589041,96.57827788649706,120,4.138648286229027,15.0,17.816326530612244,0.1671232876712328,4151,4151,1.0,C_h45,378,8,45,2025,final,21.0,0.0,v2.2,False
1241.2,24.12,0.0,8.04,107.17857142857144,127,6.836463767336536,36.0,37.457142857142856,0.9994520547945206,0,0,0.0,A,426,9,40,2026,final,,,v2.2,False
1092.8,4.575342465753424,4.5638356164383564,0.0038356164383561,95.92857142857144,114,1.7887149917741632,7.0,7.4574898785425106,0.0027397260273972,0,0,0.0,B,378,8,40,2026,final,,,v2.2,False
1240.0,8.12,4.447671232876712,1.2241095890410958,97.12181996086106,123,5.691479473431422,21.0,24.712871287128717,0.2553424657534247,3955,3955,1.0,C_h40,378,8,40,2026,final,21.0,0.0,v2.2,False
1210.0,7.37972602739726,5.315068493150685,0.6882191780821918,95.86888454011742,122,4.6553267136542384,15.0,18.346153846153847,0.1863013698630137,3990,3990,1.0,C_h45,378,8,45,2026,final,21.0,0.0,v2.2,False
1261.0,25.44328767123288,0.0,8.481095890410959,107.57240704500978,127,6.535932239391989,36.0,37.273972602739725,1.0,0,0,0.0,A,426,9,40,2027,final,,,v2.2,False
1101.0,4.24,4.220273972602739,0.0065753424657534,96.23776908023484,114,1.9011884556402208,7.0,7.46606334841629,0.0054794520547945,0,0,0.0,B,378,8,40,2027,final,,,v2.2,False
1266.0,7.294794520547946,3.620821917808219,1.2246575342465753,97.86056751467711,123,5.585921788768002,18.0,21.624161073825505,0.2624657534246575,3990,3990,1.0,C_h40,378,8,40,2027,final,21.0,0.0,v2.2,False
1219.2,5.838356164383562,3.836164383561644,0.6673972602739726,97.17074363992172,121,4.260392033461139,15.0,17.637254901960784,0.2224657534246575,4144,4144,1.0,C_h45,378,8,45,2027,final,21.0,0.0,v2.2,False
1252.4,22.620821917808215,0.0,7.54027397260274,106.73238747553816,128,7.246127548950522,33.0,35.58247422680412,0.9989041095890412,0,0,0.0,A,426,9,40,2028,final,,,v2.2,False
1081.6,4.138082191780822,4.126575342465753,0.0038356164383561,96.31898238747554,113,1.7830837802424246,7.0,7.291208791208791,0.0038356164383561,0,0,0.0,B,378,8,40,2028,final,,,v2.2,False
1252.2,7.997260273972603,4.569863013698631,1.1424657534246576,96.93982387475538,123,5.250051498356958,18.0,20.458646616541355,0.2717808219178082,3920,3920,1.0,C_h40,378,8,40,2028,final,21.0,0.0,v2.2,False
1221.2,5.763287671232876,3.983013698630137,0.5934246575342466,96.97358121330724,122,4.3783345859693625,13.0,18.24742268041237,0.1841095890410959,4144,4144,1.0,C_h45,378,8,45,2028,final,21.0,0.0,v2.2,False
1256.0,23.136986301369863,0.0,7.712328767123288,106.88600782778866,127,6.220445624191115,33.0,35.25,1.0,0,0,0.0,A,426,9,40,2029,final,,,v2.2,False
1081.8,4.797808219178082,4.695890410958904,0.033972602739726,95.8375733855186,116,2.294443043022344,9.0,9.48780487804878,0.0202739726027397,0,0,0.0,B,378,8,40,2029,final,,,v2.2,False
1251.6,6.686027397260274,3.618630136986301,1.0224657534246575,97.68199608610568,125,5.294563047229778,18.0,22.38053097345133,0.2515068493150685,4018,4018,1.0,C_h40,378,8,40,2029,final,21.0,0.0,v2.2,False
1221.6,5.1068493150684935,3.463013698630137,0.547945205479452,97.3972602739726,120,3.778558243995776,12.0,14.75,0.1961643835616438,4116,4116,1.0,C_h45,378,8,45,2029,final,21.0,0.0,v2.2,False
1170.2,11.082739726027397,6.453698630136986,1.543013698630137,95.61545988258317,127,7.11614586440373,24.0,29.3135593220339,0.28876712328767123,3780,3780,1.0,C_h35,378,8,35,2001,final,21.0,0.0,v2.2.1,True
1139.8,12.984657534246576,7.635616438356164,1.783013698630137,94.77446183953033,126,7.047908206959528,27.0,30.443478260869565,0.29753424657534244,3787,3787,1.0,C_h35,378,8,35,2000,final,21.0,0.0,v2.2.1,True
1152.8,10.487123287671233,6.505753424657534,1.3271232876712329,95.37622309197651,126,6.867477838517795,24.0,28.194174757281555,0.2854794520547945,3773,3773,1.0,C_h35,378,8,35,2002,final,21.0,0.0,v2.2.1,True
1166.6,9.435616438356165,5.210958904109589,1.4082191780821918,96.60469667318982,126,6.598057800501957,21.0,25.68148148148148,0.286027397260274,3864,3864,1.0,C_h35,378,8,35,2003,final,21.0,0.0,v2.2.1,True
1151.4,11.62082191780822,6.976986301369863,1.547945205479452,95.15264187866927,126,6.7137431371627585,24.0,28.427419354838708,0.2882191780821918,3801,3801,1.0,C_h35,378,8,35,2005,final,21.0,0.0,v2.2.1,True
1166.4,9.500821917808219,5.26958904109589,1.4104109589041096,96.55430528375734,125,6.820547868579879,24.0,27.690265486725664,0.28054794520547943,3850,3850,1.0,C_h35,378,8,35,2004,final,21.0,0.0,v2.2.1,True
1161.0,9.76,5.556712328767123,1.401095890410959,96.28962818003914,126,6.7100376499061385,24.0,28.774193548387096,0.2789041095890411,3829,3829,1.0,C_h35,378,8,35,2006,final,21.0,0.0,v2.2.1,True
1160.6,11.545753424657534,6.726027397260274,1.6065753424657534,95.42906066536203,125,6.99656986717581,24.0,29.169642857142858,0.29863013698630136,3766,3766,1.0,C_h35,378,8,35,2007,final,21.0,0.0,v2.2.1,True
1154.4,11.90958904109589,7.081643835616438,1.6093150684931508,95.11399217221135,126,7.568766694238214,27.0,31.342105263157894,0.2882191780821918,3780,3780,1.0,C_h35,378,8,35,2008,final,21.0,0.0,v2.2.1,True
1174.8,11.553972602739726,6.619178082191781,1.644931506849315,95.55870841487281,128,8.048541524283056,27.0,30.97841726618705,0.2843835616438356,3794,3794,1.0,C_h35,378,8,35,2009,final,21.0,0.0,v2.2.1,True
